model,stage,subject,session_idx,date,n_trials,sim_stay_rew_com_mean,sim_stay_rew_com_lo,sim_stay_rew_com_hi,exp_stay_rew_com,sim_stay_rew_rare_mean,sim_stay_rew_rare_lo,sim_stay_rew_rare_hi,exp_stay_rew_rare,sim_stay_unrew_com_mean,sim_stay_unrew_com_lo,sim_stay_unrew_com_hi,exp_stay_unrew_com,sim_stay_unrew_rare_mean,sim_stay_unrew_rare_lo,sim_stay_unrew_rare_hi,exp_stay_unrew_rare,sim_ttc_mean,sim_ttc_lo,sim_ttc_hi,sim_ttc_n,exp_ttc_mean,exp_ttc_n
rac_p,4.8,WT1,0,2020-01-07 09:13:51,308,0.7428039365377137,0.6246153846153846,0.8369089724497394,0.9014084507042254,0.6854523915626858,0.4246240601503759,0.9683333333333328,0.6428571428571429,0.6081608335646284,0.4619047619047619,0.7131355932203389,0.44642857142857145,0.7282054872215324,0.5103260869565217,0.9394301470588234,0.7,26.61111111111111,6.0,69.05000000000001,180,14.333333333333334,3
rac_p,4.8,WT1,1,2020-01-08 09:12:32,343,0.8382438187781291,0.7463685095648518,0.9231111111111111,0.9027777777777778,0.7720404116330104,0.5624782608695652,0.9444696969696968,0.2857142857142857,0.7421480300514532,0.6153176229508197,0.8484848484848485,0.64,0.8246314767987891,0.6281249999999999,1.0,0.7727272727272727,26.442922374429223,6.0,89.54999999999998,219,30.666666666666668,3
rac_p,4.8,WT1,2,2020-01-09 09:08:36,374,0.7643645704834907,0.6816819105691058,0.8370567375886525,0.8571428571428571,0.7082857264017539,0.48455882352941176,0.8866666666666664,0.26666666666666666,0.6773909267063452,0.5705139565795303,0.782608695652174,0.6,0.7653130591709385,0.5846291866028709,0.9459795321637426,0.72,25.07017543859649,6.0,61.64999999999998,228,17.0,3
rac_p,4.8,WT1,3,2020-01-10 09:23:07,330,0.7852897425295202,0.6716595553559398,0.8947759660180871,0.8860759493670886,0.7157737792057182,0.4875,0.9259615384615385,0.3076923076923077,0.6769368365440644,0.5577597402597403,0.7898674242424242,0.65625,0.7669546080856621,0.575,0.9298148148148148,0.5652173913043478,28.60655737704918,6.050000000000001,81.94999999999999,122,42.0,2
rac_p,4.8,WT1,4,2020-01-11 09:11:53,337,0.763931482276134,0.6303977272727272,0.8926026957637997,0.8144329896907216,0.6626492062260015,0.39107142857142857,0.914945652173913,0.2857142857142857,0.6296926900191503,0.5078083028083028,0.751080931263858,0.5714285714285714,0.7428087233002024,0.472,0.9218181818181816,0.8,26.698275862068964,6.0,80.125,116,13.5,2
rac_p,4.8,WT1,5,2020-01-13 09:25:05,318,0.8106631053408242,0.7334110473457676,0.8839398734177214,0.9113924050632911,0.7169683148580677,0.5061965811965812,0.88578431372549,0.2727272727272727,0.682121579284282,0.537602495543672,0.8099544649633189,0.6440677966101694,0.7649554892655714,0.5667410714285714,0.9310714285714285,0.5909090909090909,16.185654008438817,6.0,27.0,237,16.333333333333332,3
rac_p,4.8,WT1,6,2020-01-14 09:00:32,349,0.8115413041078545,0.715088141025641,0.8955223880597015,0.9270833333333334,0.6957446756442096,0.47119047619047616,0.9375,0.08333333333333333,0.6277007434069051,0.4683901292596945,0.7380434782608695,0.6779661016949152,0.789449746688818,0.6,0.9426809210526315,0.5714285714285714,22.94,6.0,38.0,200,18.333333333333332,3
rac_p,4.8,WT1,7,2020-01-15 08:54:56,318,0.8571999568574991,0.7528963414634147,0.9319805194805194,0.9375,0.8051989483423053,0.6177083333333334,1.0,0.4,0.7539055520666466,0.6529323308270677,0.8664888337468982,0.6521739130434783,0.8422455717661935,0.6666666666666666,1.0,0.5555555555555556,16.088541666666668,6.0,35.24999999999994,192,16.666666666666668,3
rac_p,4.8,WT1,8,2020-01-16 09:07:00,334,0.8322492698637808,0.7389005335365854,0.9191086634579783,0.8876404494382022,0.7564326599650331,0.5,0.9355208333333334,0.4444444444444444,0.7365538792661761,0.6140889830508475,0.8422037422037422,0.5272727272727272,0.8227031440953267,0.5953125,1.0,0.7391304347826086,22.73170731707317,6.0,45.0,205,9.666666666666666,3
rac_p,4.8,WT1,9,2020-01-17 09:29:45,382,0.8618201345855221,0.7648411371237459,0.9340659340659341,0.96,0.8017049674381398,0.5889473684210527,0.9523809523809523,0.23076923076923078,0.7693152814279347,0.6492573839662448,0.865608552631579,0.6125,0.8373593000559643,0.681060606060606,0.9459795321637426,0.6666666666666666,24.724324324324325,6.0,68.4,185,9.0,3
