model,stage,subject,session_idx,date,n_trials,sim_stay_rew_com_mean,sim_stay_rew_com_lo,sim_stay_rew_com_hi,exp_stay_rew_com,sim_stay_rew_rare_mean,sim_stay_rew_rare_lo,sim_stay_rew_rare_hi,exp_stay_rew_rare,sim_stay_unrew_com_mean,sim_stay_unrew_com_lo,sim_stay_unrew_com_hi,exp_stay_unrew_com,sim_stay_unrew_rare_mean,sim_stay_unrew_rare_lo,sim_stay_unrew_rare_hi,exp_stay_unrew_rare,exp_ttc_list,sim_ttc_list,exp_ttc_mean,sim_ttc_mean,exp_ttc_n,sim_ttc_n,sim_ttc_lo,sim_ttc_hi
mb_p,4.6,WT1,0,2019-12-20 16:00:06,97,0.6145552053948188,0.42129446640316204,0.7888392857142856,0.11764705882352941,0.3080555555555555,0.0,0.8174999999999998,0.5714285714285714,0.4494139503632874,0.26482456140350874,0.625,0.6428571428571429,0.5236393051393051,0.14479166666666665,1.0,0.0,73,29;31;10;32;5;59;73;34;73;48;7;18;66;71;49;7;73;7;15;59;73;73;11;12;29;38;9;47;12;49;33;13;73;31;25;9;19;12;30;22;13;67;49;24;5;19;31;15;39;39;36;44;18;26;73;5;49;33;28;23;63;15;14;73;33;48;73;73;10;62;73;73;17;5;71;68;40;19;23;55;14;73;27;73;49;25;29;15;52;18;73;66;5;8;5;8;73;64;31;39,73.0,36.77,1,100,5.0,73.0
mb_p,4.6,WT1,1,2019-12-21 09:33:10,157,0.7350019317584876,0.5613310708898944,0.8871489361702126,0.5909090909090909,0.333709595959596,0.0,0.6841666666666664,0.3,0.47642212687028057,0.26995652173913043,0.7092592592592591,0.5555555555555556,0.5582774725274725,0.22375,0.8624999999999995,0.625,65,13;10;50;35;39;13;14;14;10;14;23;31;22;14;19;30;11;14;18;11;18;38;19;17;18;22;117;10;15;31;17;31;26;17;10;32;37;17;81;50;15;5;21;11;33;7;17;5;34;22;41;10;12;15;84;5;18;21;30;16;7;15;34;10;56;33;16;20;92;85;51;32;5;29;83;34;28;9;16;24;15;9;28;52;15;45;31;22;10;43;38;48;14;21;18;5;15;36;34;11;14;70;26;55;14;44;24;30;15;50;32;24;11;13;18;13;24;91;9;15;44;42;15;15;16;8;19;61;10;34;22;12;99;33;16;7;7;16;14;14;19;12;5;16;14;15;14;32;5;10;24;26;31;19;10;11;5;17;9;28;25;5;30;22;30;7;19;40;69;14;7;21;17;11;37;15;27;25;7;25;11;12,65.0,24.906593406593405,1,182,5.0,84.475
mb_p,4.6,WT1,2,2019-12-23 09:30:55,215,0.6234865286063045,0.4473356309650053,0.7547619047619047,0.5,0.303425133346186,0.0,0.5864285714285712,0.3,0.44352445983505817,0.28996647509578544,0.6228072232645401,0.3953488372093023,0.4712505134109993,0.18181818181818182,0.7600961538461537,0.6666666666666666,30;37,35;12;18;30;17;11;26;31;10;12;5;5;5;13;15;8;9;9;31;9;12;42;8;17;23;9;8;30;18;24;42;22;26;10;8;5;14;21;18;16;9;26;35;35;17;15;35;33;18;5;13;26;20;12;23;19;29;15;38;10;38;29;9;21;41;12;18;10;17;23;17;39;5;27;19;21;13;18;35;14;15;28;7;5;15;5;18;18;24;12;20;31;18;19;18;7;11;35;20;13;18;12;7;8;28;20;14;13;20;26;26;17;36;27;21;11;20;11;15;21;8;23;7;8;35;32;16;18;14;32;16;24;12;5;8;9;18;11;16;21;17;37;7;36;8;33;13;28;14;7;18;22;13;13;8;10;28;20;44;24;14;12;19;22;21;28;31;20;5;15;13;26;10;37;20;17;23;25;14;25;44;15;7;12;10;5;24;10;12;33;7;23;12;28;21;19;17;19,33.5,18.69191919191919,2,198,5.0,39.14999999999998
mb_p,4.6,WT1,3,2019-12-24 09:39:26,207,0.7503555822766224,0.6192434210526316,0.8648039215686274,0.5370370370370371,0.3235373792873792,0.0,0.6343749999999999,0.18181818181818182,0.49855386413382285,0.354936974789916,0.6704710144927536,0.6052631578947368,0.5660474200034572,0.25,0.8333333333333334,0.5555555555555556,8;38;8,34;11;47;11;16;22;17;48;13;13;10;32;14;8;23;20;37;12;15;13;32;36;22;11;21;21;22;5;40;43;62;5;18;20;10;25;30;12;47;32;5;34;5;12;7;26;39;42;32;20;38;58;20;28;60;49;5;34;11;45;19;40;14;35;23;5;10;12;32;50;26;7;19;50;44;15;8;55;12;14;40;44;39;10;19;25;65;28;9;11;20;35;33;29;10;11;47;39;18;13;5;20;14;12;24;5;20;26;13;7;34;7;30;13;15;12;33;13;13;5;35;38;7;8;49;8;19;5;17;19;30;13;30;5;31;14;12;20;31;49;5;31;9;18;71;11;16;41;11;23;8;40;32;13;27;5;25;13;27;25;24;13;12;30;31;41;44;7;12;30;25;33;44;13;15;7;18;34;8;23;9;10;25;24;12;15;19;29;61;8;45;59;7;10;42;58;47;21;29;48;37;21;26;7;34;44;41;28;20;17;34;16;48;11;23;13;50;7;47;9;11;10;38;11;39;37;29;7;22;23;9;38;5;15;10;10;7;10;36;18;44;62;48;8;35;10;24;37;13;11;26;10;12;12;34;7;23;53;5;47;59;41;10;23;14;23;15;12;39;27;30;17;18;5;9;29;39;24;37;9;8;56;7;9;15;5;33;35;31;10;14,18.0,23.81786941580756,3,291,5.0,58.75
mb_p,4.6,WT1,4,2019-12-25 09:38:22,247,0.7266919026259149,0.6162741935483871,0.846208357685564,0.6417910447761194,0.3535603068242387,0.09125,0.7142857142857143,0.3333333333333333,0.5131850580279816,0.37315078236130866,0.647361111111111,0.5116279069767442,0.6163724237149161,0.38461538461538464,0.8328671328671327,0.6363636363636364,16;52;14;36,46;14;24;10;20;44;28;9;17;5;26;13;36;37;11;28;23;18;60;8;25;53;27;35;7;23;34;27;9;28;17;18;7;26;7;18;9;15;23;35;13;14;38;42;9;13;36;27;34;5;14;28;5;30;25;14;24;26;42;52;5;22;35;29;5;14;15;5;18;15;24;9;46;36;19;17;10;13;16;14;32;44;7;23;10;17;21;19;48;19;17;35;42;5;54;52;32;30;5;49;17;19;70;44;14;18;7;13;55;43;16;37;39;33;9;14;5;24;33;5;15;19;28;51;12;15;30;18;19;12;18;49;7;40;7;13;12;33;70;65;35;19;49;60;5;14;12;20;16;28;5;18;26;5;26;51;7;53;12;49;5;22;33;18;8;9;14;10;8;7;26;5;29;9;19;10;12;13;20;8;20;29;38;5;44;45;55;11;41;25;7;37;57;50;10;13;9;11;32;35;5;48;7;14;11;23;38;8;13;10;27;14;9;20;13;13;7;17;37;15;14;10;7;20;7;25;18;11;46;9;25;55;33;11;10;8;31;50;7;22;13;16;39;5;23;23;15;41;5;12;7;29;43;39;17;15;17;7;20;5;32;8;13;13;43;5;23;12;16;36;27;42;7;37;39;7;29;56;49;57;16;31;13;15,29.5,23.031690140845072,4,284,5.0,55.92500000000001
mb_p,4.6,WT2,0,2019-12-18 17:03:09,96,0.6131934598533373,0.35714285714285715,0.8209893048128342,0.42857142857142855,0.2463083213083213,0.0,1.0,0.0,0.3584006001719523,0.15384615384615385,0.607536764705882,0.5217391304347826,0.4025079365079365,0.0,0.7762499999999996,0.6666666666666666,65,0;5;5;69;51;7;9;12;0;65;14;65;29;11;8;49;28;30;27;13;29;13;22;48;56;0;48;5;23;23;28;0;20;36;64;52;26;10;31;0;54;16;29;43;57;0;61;15;12;26;11;39;12;12;29;20;0;8;24;9;0;32;24;12;60;15;31;8;10;15;0;17;36;36;39;0;12;33;26;57;14;5;16;0;34;47;23;5;14;23;18;0;44;34;36;35;54;7;37;56,65.0,24.73,1,100,0.0,64.52499999999999
mb_p,4.6,WT2,1,2019-12-19 10:20:58,64,0.6475777436880883,0.353125,0.8593749999999997,0.4666666666666667,0.2779220779220779,0.0,1.0,0.6,0.4254656062891358,0.11770833333333333,0.7142857142857143,0.6153846153846154,0.5391133557800224,0.21,1.0,0.0,48,16;25;12;21;48;13;38;48;37;13;48;48;48;14;26;27;41;43;19;5;12;8;48;42;11;13;48;48;22;11;24;29;11;37;15;11;28;48;31;45;24;7;48;46;7;11;41;48;47;9;48;14;16;14;22;40;48;9;48;19;13;31;17;13;9;9;12;7;5;42;11;7;7;26;8;48;29;38;7;28;28;7;48;48;48;29;44;23;19;5;24;5;18;12;18;12;18;8;19;21,48.0,25.19,1,100,5.0,48.0
mb_p,4.6,WT2,2,2019-12-19 17:05:45,115,0.6554815465572136,0.5,0.8204202586206896,0.43478260869565216,0.3020631313131313,0.0,0.7104166666666659,0.6666666666666666,0.39694406227583345,0.19871541501976286,0.6397727272727273,0.5333333333333333,0.5075916305916305,0.0,0.866517857142857,0.5714285714285714,46,23;84;53;12;34;21;8;12;13;52;15;10;10;51;18;87;42;42;73;27;12;17;20;12;27;56;21;9;16;31;7;17;47;10;49;21;5;47;15;10;39;12;26;20;42;87;5;27;24;7;12;44;5;71;23;11;12;28;15;65;31;19;33;28;11;12;64;27;5;27;8;20;45;21;22;23;30;17;13;12;48;15;33;20;15;16;35;21;53;68;36;16;55;10;25;15;26;21;25;28;24;28;52;13;52;32;19;87;23;23;5;8;28;37;56;25;65;51;16;43;26;28;13;7;35;11;50;5;19;10;18;35;19;44;14;31;5;33;18;28;22;11;40;29,46.0,27.76388888888889,1,144,5.0,77.67499999999981
mb_p,4.6,WT2,3,2019-12-20 10:14:50,104,0.7015018906821056,0.45634469696969693,0.8529411764705882,0.5294117647058824,0.28805879494655007,0.0,1.0,0.75,0.46442181438509345,0.23552631578947367,0.7102941176470587,0.4444444444444444,0.5453548951048951,0.15416666666666667,0.8333333333333334,0.5555555555555556,31,21;19;5;18;65;5;68;11;23;47;23;15;64;5;32;17;7;68;40;10;15;78;10;19;73;7;30;58;21;18;18;36;15;21;23;7;30;25;32;9;22;78;41;24;21;24;11;22;10;29;71;7;23;29;12;8;9;16;17;30;24;10;53;65;78;8;24;24;76;20;7;29;9;14;28;33;31;39;18;12;28;11;26;29;19;5;10;5;27;22;21;31;10;34;78;5;14;30;29;33;22;18;30;7;10;9;15;13;31;31;22;14;12;23;32;14;78;14;17;25;21;29;71;57;27;29;8;27;11;24;11;5;27;7;27;8;15;9;19;10;8;10;23;27;26;25;5;27;7;18;11;22;12;22;10;17;7,31.0,24.43949044585987,1,157,5.0,78.0
mb_p,4.6,WT2,4,2019-12-20 17:00:08,104,0.7552016370099612,0.581030701754386,0.8909722222222222,0.4230769230769231,0.4263890710860408,0.0,1.0,0.6,0.5783039273629259,0.34464285714285714,0.8125,0.7727272727272727,0.6179112554112554,0.09500000000000003,1.0,,32,13;27;22;37;21;7;26;19;16;17;20;12;62;11;13;18;12;23;23;24;78;31;8;18;29;61;18;30;15;21;11;35;11;17;50;15;21;27;8;19;24;20;19;35;20;16;19;46;71;60;65;7;21;34;27;35;33;18;8;20;19;32;78;17;33;47;15;20;35;11;20;73;54;51;21;28;60;29;14;22;28;67;24;36;23;19;17;36;12;22;17;69;31;25;14;30;23;34;26;31;16;13;31;14;15;22;17;23;69;24;26;28;35;10;9;19;8;39;35;10;18;10;10;10;25;32;27;27;20;15;24;22;24;14;16;20;78;11;17;19;16;12;21;31;13;21;11;16;18;35;14;40;38;36;43,32.0,26.283870967741937,1,155,8.0,71.30000000000001
