model,stage,subject,session_idx,date,n_trials,sim_stay_rew_com_mean,sim_stay_rew_com_lo,sim_stay_rew_com_hi,exp_stay_rew_com,sim_stay_rew_rare_mean,sim_stay_rew_rare_lo,sim_stay_rew_rare_hi,exp_stay_rew_rare,sim_stay_unrew_com_mean,sim_stay_unrew_com_lo,sim_stay_unrew_com_hi,exp_stay_unrew_com,sim_stay_unrew_rare_mean,sim_stay_unrew_rare_lo,sim_stay_unrew_rare_hi,exp_stay_unrew_rare,sim_ttc_mean,sim_ttc_lo,sim_ttc_hi,sim_ttc_n,exp_ttc_mean,exp_ttc_n
rac_p,4.6,WT2,5,2019-12-21 11:14:23,189,0.5670277151517314,0.432051282051282,0.7058823529411765,0.45161290322580644,0.4789761116076906,0.0,0.8947222222222221,0.9285714285714286,0.460496055326902,0.3151785714285714,0.5998742928975487,0.5434782608695652,0.5337747019062808,0.24071428571428571,0.7819444444444443,0.3333333333333333,,,,0,,0
rac_p,4.6,WT2,6,2019-12-23 11:36:56,271,0.5124994431985596,0.358203125,0.6210967993754879,0.515625,0.37891825700958826,0.11770833333333333,0.7074999999999999,0.125,0.32955013520755444,0.1950134770889488,0.4754654255319148,0.39215686274509803,0.4737275925201017,0.25,0.7174999999999997,0.6,29.0,8.0,59.0,155,49.0,2
rac_p,4.6,WT2,7,2019-12-24 11:23:40,297,0.5771306821762364,0.48179045376712326,0.6820642605633802,0.5606060606060606,0.45885736034691144,0.1111111111111111,0.721103896103896,0.4,0.4284427398422093,0.3139451114922813,0.5677024576954065,0.5689655172413793,0.5405919597759145,0.3099759615384616,0.7809999999999997,0.5,51.904761904761905,13.0,107.17499999999997,84,6.0,1
rac_p,4.6,WT2,8,2019-12-25 11:35:03,203,0.70100746484951,0.5473831985624439,0.8214285714285714,0.574468085106383,0.5509439939145822,0.21055555555555555,0.8571428571428571,0.2,0.5389346948476308,0.35714285714285715,0.726127819548872,0.5581395348837209,0.6654066932379626,0.3701923076923077,0.956818181818181,0.8181818181818182,27.644295302013422,6.0,56.499999999999915,149,39.5,2
rac_p,4.6,WT2,9,2019-12-26 11:23:18,284,0.514978263895693,0.3983504398826979,0.6610167050691244,0.39344262295081966,0.42131051331709224,0.12557692307692309,0.6553571428571426,0.631578947368421,0.41198018726932334,0.304160756501182,0.5318424803991445,0.41509433962264153,0.4734303553962627,0.16713286713286715,0.7351754385964911,0.5882352941176471,,,,0,,0
rac_p,4.6,WT2,10,2019-12-27 11:07:56,368,0.5614939002327847,0.48457454819277107,0.6498109459113047,0.5172413793103449,0.4756061147974931,0.25516304347826085,0.6859375,0.3,0.4576142561065679,0.35331081081081084,0.574001736111111,0.5857142857142857,0.554536731532902,0.3513970588235294,0.7819444444444443,0.391304347826087,34.983739837398375,6.0,89.0,123,49.0,2
rac_p,4.6,WT3,0,2019-12-19 11:09:28,73,0.7019188521456456,0.5,0.947361111111111,0.21428571428571427,0.5271177944862155,0.0,1.0,0.8571428571428571,0.5031641774118554,0.2067857142857143,0.7692307692307693,0.7333333333333333,0.7177738095238095,0.09500000000000003,1.0,0.75,,,,0,,0
rac_p,4.6,WT3,1,2019-12-19 18:00:01,66,0.5064172288839471,0.21428571428571427,0.7437499999999999,0.5384615384615384,0.36761392729134673,0.0,1.0,0.25,0.27649360769949,0.0,0.523863636363636,0.4166666666666667,0.4669031585698251,0.0,1.0,0.5,,,,0,,0
rac_p,4.6,WT3,2,2019-12-20 11:16:09,107,0.5873161116498585,0.4,0.7715686274509803,0.47368421052631576,0.49906462585034017,0.0,1.0,0.42857142857142855,0.44012083275772435,0.195,0.6776041666666665,0.6153846153846154,0.5624801448551449,0.07916666666666668,1.0,0.5,27.365079365079364,8.55,44.449999999999996,63,,0
rac_p,4.6,WT3,3,2019-12-20 18:00:01,159,0.6976812577758156,0.5517895015906681,0.8203030303030303,0.6086956521739131,0.5290802114552114,0.0,0.9321428571428559,0.8888888888888888,0.5156781527518842,0.3331479421579533,0.7074999999999999,0.5121951219512195,0.6476002877841114,0.3333333333333333,0.8994949494949492,0.8333333333333334,33.350515463917525,8.8,81.39999999999998,97,,0
rac_p,4.6,WT3,4,2019-12-21 13:01:59,146,0.6309337082161237,0.449860956618465,0.7778981854838709,0.5652173913043478,0.5093284215784215,0.0,0.8519230769230768,0.6666666666666666,0.48997194799779853,0.28172348484848486,0.6564516129032256,0.5555555555555556,0.5900031357531357,0.25,0.9406249999999989,0.8,30.76923076923077,6.0,63.075,78,,0
rac_p,4.6,WT3,5,2019-12-23 13:21:20,99,0.7334592181187223,0.4771739130434783,0.8908819628647213,0.5,0.6149761904761905,0.16666666666666666,1.0,1.0,0.5492880380971711,0.3251470588235294,0.7619047619047619,0.5217391304347826,0.7388080808080808,0.30397727272727276,1.0,0.75,,,,0,,0
rac_p,4.6,WT3,6,2019-12-24 13:07:02,154,0.5953952997915455,0.4228400735294118,0.7569078947368421,0.5294117647058824,0.4980169552669553,0.0,0.8822916666666665,0.5,0.47550286198686237,0.3333333333333333,0.6811631944444441,0.47058823529411764,0.5629618273882979,0.27375,0.875,0.875,35.41025641025641,12.7,63.22500000000001,78,,0
rac_p,4.6,WT3,7,2019-12-25 13:14:17,256,0.5674108071493627,0.4379510661563696,0.703125,0.5178571428571429,0.40158092956235364,0.1261904761904762,0.740756302521008,0.25,0.36812553780893587,0.21939102564102564,0.5251845775225594,0.4339622641509434,0.5173285474242433,0.2669642857142857,0.7932142857142856,0.5,42.82954545454545,12.175,85.47500000000001,88,76.0,1
rac_p,4.6,WT3,8,2019-12-26 13:18:41,182,0.6189270419251404,0.47034368070953436,0.795731707317073,0.6,0.4641349932746991,0.16666666666666666,0.7476190476190471,0.8,0.4311750446550486,0.24242424242424243,0.6070652173913044,0.3939393939393939,0.5488126324999391,0.16062500000000002,0.8261363636363636,0.5,32.2027027027027,10.0,56.175,74,57.0,1
rac_p,4.6,WT3,9,2019-12-27 13:18:05,279,0.6182508696951101,0.532258064516129,0.7110476541390321,0.45901639344262296,0.515163811163037,0.21428571428571427,0.8095454545454545,0.21428571428571427,0.4812493686980509,0.3328201219512195,0.6057555780933063,0.609375,0.6066094859396448,0.354936974789916,0.8621428571428571,0.5,47.44897959183673,7.275,111.72500000000001,98,,0
rac_p,4.6,WT3,10,2019-12-28 13:12:36,309,0.6978859423526219,0.5613269794721407,0.8030868902439023,0.7246376811594203,0.6054718200186467,0.3426470588235294,0.8386363636363633,0.5625,0.5804068558830109,0.4262122844827586,0.7011194029850744,0.5909090909090909,0.6707529260119699,0.47585812356979407,0.8819023569023564,0.625,31.90960451977401,6.0,105.19999999999999,177,38.5,2
rac_p,4.6,WT4,0,2020-03-14 16:00:01,123,0.6519678012163588,0.5,0.8067513368983955,0.6296296296296297,0.5196865079365078,0.15416666666666667,1.0,0.5,0.4313637912865853,0.21608187134502924,0.630965909090909,0.6785714285714286,0.6197292707292708,0.2669642857142857,1.0,0.25,32.40963855421687,9.0,59.0,83,,0
rac_p,4.6,WT4,1,2020-03-16 09:31:49,131,0.5341874009882183,0.3537719298245614,0.7335903873744619,0.5,0.41598463265129926,0.0,0.8314285714285713,0.6666666666666666,0.38682552470053944,0.21052631578947367,0.5627391304347825,0.3548387096774194,0.4925331057831058,0.1825,0.7819444444444443,0.3333333333333333,,,,0,,0
rac_p,4.6,WT4,2,2020-03-17 09:32:52,184,0.712504193997786,0.5590232558139535,0.8270255271920088,0.5641025641025641,0.5646298178945238,0.16666666666666666,0.9524999999999991,0.5,0.518902977818599,0.3212258064516129,0.692169540229885,0.7317073170731707,0.6779433115474138,0.3333333333333333,0.9200320512820512,0.42857142857142855,24.9625,7.95,42.02499999999999,80,,0
rac_p,4.6,WT4,3,2020-03-18 09:06:51,179,0.7223051129879312,0.5728723404255319,0.8456547619047616,0.48148148148148145,0.6062145354645354,0.2669642857142857,1.0,0.8461538461538461,0.5823909669598559,0.43333333333333335,0.7388888888888888,0.7924528301886793,0.6999063834772039,0.4444444444444444,0.9130681818181817,0.16666666666666666,,,,0,,0
rac_p,4.6,WT4,4,2020-03-19 09:01:39,281,0.7137679659035835,0.6013970588235293,0.8046323529411764,0.6290322580645161,0.5436228633337766,0.2579166666666667,0.7333333333333333,0.5,0.5051680939821239,0.37963793103448273,0.6226415094339622,0.6101694915254238,0.6867780443669979,0.5,0.8796428571428567,0.7222222222222222,36.494949494949495,10.0,89.0,99,,0
rac_p,4.6,WT4,5,2020-03-20 09:29:03,321,0.6743610800546415,0.5669029850746269,0.7687851782363978,0.5441176470588235,0.5550758707012914,0.27889610389610386,0.7932142857142856,0.7222222222222222,0.5213398292243542,0.39061658918522146,0.6451612903225806,0.5714285714285714,0.6722309705517607,0.5,0.8697368421052627,0.6956521739130435,35.03680981595092,6.1,79.69999999999993,163,48.0,1
rac_p,4.6,WT5,0,2020-03-14 17:00:26,121,0.47500336092897993,0.30719640179910046,0.661206896551724,0.4583333333333333,0.3403466810966811,0.0,0.7592857142857136,0.14285714285714285,0.2927329863847218,0.1095,0.4523863636363636,0.42857142857142855,0.4463852258852259,0.125,0.7762499999999996,0.3333333333333333,14.285714285714286,10.3,18.85,7,,0
rac_p,4.6,WT5,1,2020-03-16 11:08:06,146,0.8337186284313689,0.7051948051948053,0.9259603658536586,0.5,0.7281935286935287,0.3333333333333333,1.0,0.9230769230769231,0.693144110663122,0.5095000000000001,0.8580740117746004,0.8913043478260869,0.801880230880231,0.5,1.0,0.8333333333333334,,,,0,,0
rac_p,4.6,WT5,2,2020-03-17 11:10:20,179,0.6089376013349131,0.4721739130434783,0.7609659090909089,0.5813953488372093,0.48407570207570205,0.21055555555555555,0.8095454545454545,0.8,0.43987796464949525,0.2678846153846154,0.6096590909090909,0.4594594594594595,0.5873258595979185,0.26079545454545455,0.8519230769230768,0.8333333333333334,,,,0,,0
rac_p,4.6,WT5,3,2020-03-18 11:05:06,70,0.8907322790152987,0.7129545454545454,1.0,0.8,0.7395136778115502,0.0,1.0,1.0,0.7516886144900848,0.4708333333333333,1.0,0.8461538461538461,0.8411904761904762,0.365,1.0,1.0,,,,0,,0
rac_p,4.6,WT5,4,2020-03-19 11:05:09,178,0.6311997800658478,0.5,0.7899109336609336,0.3181818181818182,0.5517663676193088,0.22375,0.8571428571428571,0.8181818181818182,0.5175203791928782,0.36045698924731184,0.6970306513409961,0.8035714285714286,0.6441106214047392,0.3477272727272727,1.0,0.2857142857142857,,,,0,,0
rac_p,4.6,WT5,5,2020-03-20 11:21:48,224,0.6947904636611374,0.5500833333333334,0.7949999999999999,0.6274509803921569,0.5976620440103413,0.3059375,0.9200320512820512,0.5,0.5405787870810105,0.3580128205128205,0.6954761904761904,0.660377358490566,0.6519632404844076,0.3085714285714286,0.9604166666666659,0.4444444444444444,32.9,8.0,84.54999999999998,90,52.0,1
rac_p,4.6,WT5,6,2020-03-21 11:17:38,182,0.5442777378626521,0.3505050505050505,0.6773488372093023,0.4722222222222222,0.45096675546675546,0.125,0.9049999999999984,0.2222222222222222,0.397385753299165,0.24613697705802967,0.5733035714285714,0.5,0.5030232545232546,0.2,0.8466666666666659,0.5714285714285714,38.770270270270274,14.0,69.87499999999999,74,50.0,1
rac_p,4.6,WT5,7,2020-03-23 10:56:03,146,0.6300834648786037,0.43555555555555553,0.8149999999999998,0.6071428571428571,0.45522703685203686,0.0,1.0,1.0,0.43778246466368936,0.2171875,0.6293749999999999,0.6052631578947368,0.5914849733599733,0.05937500000000001,0.875,0.16666666666666666,24.7,6.45,38.0,50,,0
rac_p,4.6,WT5,8,2020-03-24 11:17:48,289,0.5984660760398021,0.46884615384615386,0.7125,0.5945945945945946,0.48238043492455257,0.2125,0.721103896103896,0.5,0.43092352571433706,0.26095556908094947,0.5750973303670744,0.4230769230769231,0.5671003060306229,0.36363636363636365,0.806944444444444,0.5882352941176471,43.81609195402299,13.0,90.85,87,83.0,1
rac_p,4.6,WT6,0,2020-03-20 13:00:34,227,0.694614704434449,0.5668371696504688,0.821845238095238,0.6521739130434783,0.5570063678151914,0.2523809523809524,0.8458333333333331,0.3,0.5364140004136077,0.3971354166666667,0.7174431818181817,0.6938775510204082,0.6524038335002967,0.3576923076923077,0.9229166666666666,0.6153846153846154,27.705882352941178,6.0,61.19999999999999,153,46.5,2
rac_p,4.6,WT6,1,2020-03-21 12:53:00,301,0.8197759518757052,0.7390621707060063,0.8933143162774112,0.7611940298507462,0.713066999065606,0.4578671328671329,0.8919590643274853,0.5625,0.675338675409665,0.5442843137254902,0.776867816091954,0.7903225806451613,0.8032553111774864,0.6253496503496504,0.9773809523809519,0.8235294117647058,26.879310344827587,6.0,66.67499999999998,174,41.5,2
