model,stage,subject,session_idx,date,n_trials,sim_stay_rew_com_mean,sim_stay_rew_com_lo,sim_stay_rew_com_hi,exp_stay_rew_com,sim_stay_rew_rare_mean,sim_stay_rew_rare_lo,sim_stay_rew_rare_hi,exp_stay_rew_rare,sim_stay_unrew_com_mean,sim_stay_unrew_com_lo,sim_stay_unrew_com_hi,exp_stay_unrew_com,sim_stay_unrew_rare_mean,sim_stay_unrew_rare_lo,sim_stay_unrew_rare_hi,exp_stay_unrew_rare,sim_ttc_mean,sim_ttc_lo,sim_ttc_hi,sim_ttc_n,exp_ttc_mean,exp_ttc_n
rac_p,4.6,WT1,0,2019-12-20 16:00:06,97,0.5590536398537185,0.3858695652173913,0.75,0.11764705882352941,0.4531418753068238,0.0,1.0,0.5714285714285714,0.41450712704982456,0.2,0.6682904411764703,0.6428571428571429,0.4731010101010101,0.0,0.9406249999999989,0.0,,,,0,,0
rac_p,4.6,WT1,1,2019-12-21 09:33:10,157,0.6398805623731202,0.4604017857142857,0.7928890876565294,0.5909090909090909,0.4904289599289599,0.15416666666666667,0.8333333333333334,0.3,0.4624112322869322,0.26502932551319647,0.6729166666666666,0.5555555555555556,0.6018167315140999,0.2925,0.9166666666666666,0.625,27.157894736842106,10.0,42.2,57,,0
rac_p,4.6,WT1,2,2019-12-23 09:30:55,215,0.5584816997408043,0.4087740384615385,0.7169811320754716,0.5,0.41731082677212705,0.111875,0.6963461538461537,0.3,0.38800252632171783,0.22628205128205128,0.5646878483835005,0.3953488372093023,0.5376051324836154,0.17,0.8028846153846149,0.6666666666666666,,,,0,,0
rac_p,4.6,WT1,3,2019-12-24 09:39:26,207,0.641079252875853,0.5099939975990396,0.7958111702127658,0.5370370370370371,0.5153065268065268,0.1825,0.8261363636363636,0.18181818181818182,0.4848693630860273,0.3333333333333333,0.6714492753623186,0.6052631578947368,0.6118944857172411,0.3311813186813187,0.8822916666666665,0.5555555555555556,30.623376623376622,6.0,78.34999999999997,154,39.0,1
rac_p,4.6,WT1,4,2019-12-25 09:38:22,247,0.6441681796943233,0.48341131907308377,0.7785882232672255,0.6417910447761194,0.5554430077763131,0.18928571428571428,0.8333333333333334,0.3333333333333333,0.4974618851777828,0.32135471898197243,0.626583655705996,0.5116279069767442,0.6161213760869334,0.36022727272727273,0.8888544891640866,0.6363636363636364,30.312883435582823,8.05,90.0999999999998,163,29.5,2
rac_p,4.6,WT2,0,2019-12-18 17:03:09,96,0.5282894406012706,0.29456521739130437,0.7211666666666666,0.42857142857142855,0.30424482924482926,0.0,0.9099999999999995,0.0,0.3117197512617354,0.08333333333333333,0.5363636363636362,0.5217391304347826,0.4788139360639361,0.07916666666666668,0.8174999999999998,0.6666666666666666,,,,0,,0
rac_p,4.6,WT2,1,2019-12-19 10:20:58,64,0.5742045072996581,0.2857142857142857,0.8235294117647058,0.4666666666666667,0.4041237113402062,0.0,1.0,0.6,0.40219555607790897,0.1005050505050505,0.6666666666666666,0.6153846153846154,0.4949285714285714,0.0,1.0,0.0,,,,0,,0
rac_p,4.6,WT2,2,2019-12-19 17:05:45,115,0.5691536755298937,0.3825185185185185,0.7478116710875328,0.43478260869565216,0.4111183261183261,0.0,1.0,0.6666666666666666,0.3799607296321086,0.2082608695652174,0.5754166666666666,0.5333333333333333,0.5437914307914309,0.17,1.0,0.5714285714285714,22.764705882352942,12.0,29.174999999999997,34,,0
rac_p,4.6,WT2,3,2019-12-20 10:14:50,104,0.668175144605101,0.4621657754010695,0.8497171945701356,0.5294117647058824,0.44968171296296294,0.0,1.0,0.75,0.3735742048990733,0.07599431818181819,0.5944117647058822,0.4444444444444444,0.6238546176046176,0.2669642857142857,1.0,0.5555555555555556,21.859154929577464,8.75,34.25,71,,0
rac_p,4.6,WT2,4,2019-12-20 17:00:08,104,0.7051933994702436,0.5283333333333333,0.8597290640394087,0.4230769230769231,0.5602520045819015,0.0,1.0,0.6,0.5309702285920955,0.2201417004048583,0.7322966507177032,0.7727272727272727,0.6824751082251082,0.2895833333333333,1.0,,22.92982456140351,7.6000000000000005,37.0,57,,0
