subject,session_idx,date,stage,model,WBIC,n_trials,alpha,forget,Wmb,P
WT1,0,2019-12-19 09:23:45,4.3,mb_p,16.127054925961335,73,0.35849028063567356,0.5144496394401663,3.062747634244083,0.427910379945459
WT2,0,2019-12-17 10:07:45,4.3,mb_p,13.960613091994018,74,0.4776574947948892,0.5458958371538952,3.885438864658331,-0.7930662702315154
WT3,0,2019-12-17 18:00:17,4.3,mb_p,20.74752096298361,100,0.4229438225304514,0.5289058683899482,3.2133301387606155,0.182397065383935
WT4,0,2020-03-13 09:07:24,4.3,mb_p,16.313807854058766,88,0.4286855067110567,0.5314689452679768,3.443067182128337,-1.658964754784906
WT5,0,2020-03-13 10:21:19,4.3,mb_p,18.669673202898277,102,0.3975211358062214,0.5016942771268467,3.1796884237050818,-1.7650238195920462
WT6,0,2020-03-17 18:03:02,4.3,mb_p,16.68198944154188,91,0.4325010316477359,0.486194950684415,3.7227192810639553,-1.402182737472757
