subject,n_sessions,n_trials_total,wbic_per_trial_mean,wbic_per_trial_std,WBIC_mean,WBIC_std,alpha_mean,alpha_std,forget_mean,forget_std,lambda_mean,lambda_std,Wmf_mean,Wmf_std,P_mean,P_std
WT1,1,102,0.19639666617575302,,20.032459949926807,,0.3523316525184207,,0.5440819880932394,,0.4758744951281343,,3.226402033249269,,-1.632522191104935,
WT2,1,58,0.18818856262176933,,10.914936632062622,,0.4637683068053309,,0.4438928375274807,,0.5386822383326032,,4.001129374750311,,-1.444319403377616,
WT3,1,82,0.20610224855297782,,16.900384381344182,,0.3981365264174365,,0.5086618123864824,,0.4587014903224465,,3.537796524595414,,-0.5106206478095386,
WT4,1,97,0.20191743798649248,,19.58599148468977,,0.4285686190662752,,0.5191608287157411,,0.4711410116930596,,3.823810891927289,,-0.3703526517802732,
WT5,1,67,0.20329282937163856,,13.620619567899784,,0.3957142148347576,,0.5270057424304656,,0.4824882550785559,,3.3614571081723,,-1.6238883124331056,
WT6,1,141,0.1869745906339706,,26.363417279389854,,0.3661418401151679,,0.4846101193624104,,0.4992702817461868,,3.7970959743579,,-0.3012281627237682,
