subject,n_sessions,n_trials_total,wbic_per_trial_mean,wbic_per_trial_std,WBIC_mean,WBIC_std,p_r_mean,p_r_std,i_temp_mean,i_temp_std,P_mean,P_std
WT1,10,2569,0.4621485127211223,0.04141840480802759,118.35778399487133,25.087137876871672,0.3246385297345378,0.09607499069877992,4.946637143058656,0.7806477061831858,1.1101514208162542,0.7011183668861072
WT2,2,693,0.5057749640114697,0.0023010798726988495,175.26322834883953,6.161877777993516,0.2896567632010927,0.05580599416343864,4.335697703004072,0.20466915888491832,0.27045896012351733,0.31592036291320474
WT3,3,832,0.4914914862382755,0.037237122402670034,134.54846607739725,24.574687615146793,0.34525822075372564,0.08576067414923419,4.635357701321932,0.8098989974384133,0.749527380429336,0.49271641097616226
WT4,8,2602,0.516216695018547,0.00606019844119067,167.67744143788352,29.465607635680666,0.42154366705606977,0.07470492621487994,3.9958718192602967,0.2227062261433272,0.598051224234776,0.09113729834663155
WT5,5,1535,0.4915527930392999,0.02780574703994644,150.91283716422464,27.594296864080505,0.3392697916460744,0.08153403440418565,4.537375147178163,0.8395720996727274,0.7395577072472342,0.3621092118449454
WT6,7,2371,0.4421342492570498,0.04234453084658582,150.32059448577374,30.738067237343525,0.31573674981561667,0.07943926977620727,4.845352931900895,0.7975177200024748,1.4720025412698157,0.4182278063622017
