subject,n_sessions,WBIC_mean,WBIC_std,alpha_mean,alpha_std,forget_mean,forget_std,Wmb_mean,Wmb_std,P_mean,P_std
WT1,1,16.127054925961335,,0.3584902806356735,,0.5144496394401663,,3.062747634244083,,0.427910379945459,
WT2,1,13.960613091994018,,0.4776574947948892,,0.5458958371538952,,3.885438864658331,,-0.7930662702315154,
WT3,1,20.74752096298361,,0.4229438225304514,,0.5289058683899482,,3.2133301387606155,,0.182397065383935,
WT4,1,16.313807854058766,,0.4286855067110567,,0.5314689452679768,,3.443067182128337,,-1.658964754784906,
WT5,1,18.66967320289828,,0.3975211358062214,,0.5016942771268467,,3.1796884237050818,,-1.7650238195920462,
WT6,1,16.68198944154188,,0.4325010316477359,,0.486194950684415,,3.7227192810639553,,-1.402182737472757,
