subject,n_sessions,n_trials_total,wbic_per_trial_mean,wbic_per_trial_std,WBIC_mean,WBIC_std,alpha_mean,alpha_std,forget_mean,forget_std,lambda_mean,lambda_std,Wmf_mean,Wmf_std,Wmb_mean,Wmb_std,P_mean,P_std
WT1,1,102,0.2140066120835957,,21.82867443252676,,0.2344057452959503,,0.5707890292026232,,0.4733133333256616,,3.706017579601569,,3.226742316388856,,-1.758537245170716,
WT2,1,58,0.20495549978537161,,11.887418987551554,,0.4280808547838078,,0.4286879227699818,,0.5258367417019251,,3.897944453580082,,3.795559715146231,,-1.5865731053507788,
WT3,1,82,0.2196203336594314,,18.008867360073374,,0.3149647711399519,,0.5109070705139444,,0.454799809679162,,3.813302519991072,,3.7721313103119214,,-0.3592371104849592,
WT4,1,97,0.2112826213531852,,20.494414271258965,,0.3638833399267124,,0.597905321338728,,0.4687280850801102,,4.118422533835603,,3.769851500538864,,-0.2872782522180382,
WT5,1,67,0.23060516612981719,,15.45054613069775,,0.2565574434601612,,0.5546938074523632,,0.4759965859867457,,3.761028837165602,,3.3771000235485023,,-1.6341025548318953,
WT6,1,141,0.1998725000873457,,28.182022512315744,,0.239367790725664,,0.5016399712888137,,0.4934002887478779,,4.167558209695967,,3.279013047311927,,-0.3871722885705518,
