subject,session_idx,date,stage,model,WBIC,n_trials,p_r,eps
WT1,0,2019-12-19 09:23:45,4.3,ls,12.823772325657949,73,0.5316717048957073,0.27597250844031035
WT2,0,2019-12-17 10:07:45,4.3,ls,12.675128882304268,74,0.48338747403824806,0.27402834484148725
WT3,0,2019-12-17 18:00:17,4.3,ls,17.742225855555503,100,0.478177150833682,0.27677903607986853
WT4,0,2020-03-13 09:07:24,4.3,ls,15.474669770007713,88,0.5066334212632284,0.2750657425501677
WT5,0,2020-03-13 10:21:19,4.3,ls,17.315719732498902,102,0.5481819833221044,0.26966224701619795
WT6,0,2020-03-17 18:03:02,4.3,ls,15.878968511785658,91,0.5024099261959889,0.26791352500961824
