subject,n_sessions,WBIC_mean,WBIC_std,alpha_mean,alpha_std,forget_mean,forget_std,lambda_mean,lambda_std,Wmf_mean,Wmf_std,Winf_mean,Winf_std,P_mean,P_std,p_r_mean,p_r_std
WT1,1,41.47728341756432,,0.3327404706356426,,0.4712482566545088,,0.4278813839770173,,2.529876484736981,,4.917269991727867,,0.6223759122632709,,0.6551689135996477,
WT2,1,24.77257123374892,,0.3799357238175546,,0.4563155840532357,,0.4658300502567783,,2.806600771140858,,4.6244338156924725,,0.932793832636006,,0.5703314161541481,
WT3,1,35.04160016083614,,0.3414626990549561,,0.4742635403990005,,0.3512135424500741,,4.229250581160501,,4.6826247705636925,,1.3525605435527457,,0.6228327963445088,
WT4,1,37.281310599145705,,0.3540061976230086,,0.4477014202274532,,0.4359500822986669,,2.4699544771101705,,4.291377270271991,,0.7087936174708014,,0.5533652091007287,
WT5,1,41.66694853006664,,0.3301488303324095,,0.4609528176662549,,0.424877570362313,,2.908224107026839,,4.844361271157336,,0.7181684947937599,,0.6217421321043682,
WT6,2,35.432181994979594,29.354662469788693,0.3412536050136631,0.02830345652687687,0.45552333568437386,0.0014632617904881918,0.40184404099836435,0.02479858708074108,3.524531001195749,1.13366237251059,4.759240494676674,0.27348729688441814,1.018643918369475,0.4496512156622509,0.6125382489879663,0.00657517001541952
