subject,n_sessions,n_trials_total,wbic_per_trial_mean,wbic_per_trial_std,WBIC_mean,WBIC_std,alpha_mean,alpha_std,tmp_mean,tmp_std,P_mean,P_std
WT1,1,103,0.37649676126434606,,38.779166410227646,,0.3604434619683245,,1.182019861504458,,-0.907693380651214,
WT2,1,60,0.3776510585419743,,22.659063512518458,,0.4406243985938424,,1.7185534237755036,,-0.265077117538673,
WT3,1,112,0.37926353709150573,,42.47751615424864,,0.3816838874234403,,0.8585457892680496,,1.5346868377892495,
WT4,1,89,0.3788054223620346,,33.71368259022108,,0.3997041563510389,,1.4147939700094874,,-0.4792675581150613,
WT5,1,108,0.3889045979357156,,42.00169657705728,,0.3939870526427413,,1.019188822310381,,-0.2954239925384718,
WT6,2,189,0.40860072099813743,0.027195881541123984,37.62240293303313,27.189196277759823,0.39341195164972925,0.0006319078088803517,1.070218078518427,0.28603560539243206,0.4202021639755401,0.5215972182376756
