subject,n_sessions,WBIC_mean,WBIC_std,p_r_mean,p_r_std,eps_mean,eps_std
WT1,1,18.28210380584464,,0.528325336050314,,0.2765638289052654,
WT2,1,10.433533583532514,,0.4689417506860787,,0.2674943119418621,
WT3,1,13.876616125979924,,0.5351446617492106,,0.26990376826029,
WT4,1,17.56429408002856,,0.5075922213286022,,0.2753062499028738,
WT5,1,11.656437880909811,,0.5578552329133721,,0.2691825359250726,
WT6,1,24.40749100636361,,0.5234204499959387,,0.2727731278783489,
