subject,n_sessions,WBIC_mean,WBIC_std,alpha_mean,alpha_std,forget_mean,forget_std,lambda_mean,lambda_std,Wmf_mean,Wmf_std,Wmb_mean,Wmb_std,P_mean,P_std
WT1,10,118.18455137362643,26.399267727677277,0.28256068753157265,0.0545182227366701,0.5768320048878789,0.03962722030965364,0.46740052083914463,0.023138663643210492,3.260820930811934,0.6117718275107631,3.4230923385966383,0.24332267333079716,0.50206101146548,0.5833555821583051
WT2,2,175.17913472628078,3.568518247652655,0.20619433196681256,0.0038256549943782706,0.49297924192511033,0.044395797533753355,0.447714434320747,0.003618540447514263,3.027774293242902,0.05386325535839179,3.283778749112747,0.04686246597187004,-0.1370634749159765,0.2047910112363067
WT3,3,132.65604357247207,24.368091844018807,0.23016653694370723,0.044163360054524474,0.5442444006854253,0.05841291024458126,0.4502327120556801,0.022539802317389956,3.37618230549999,0.581007885044614,3.4661542254652224,0.22839523167222114,0.16986026229698725,0.5163074932707012
WT4,8,166.0175466519169,29.796276631246958,0.15190358117371788,0.02595079948502491,0.5046847772549954,0.053839383181680404,0.45615220381052596,0.013308749814648024,3.6928304261360263,0.46760741650618587,3.2910951976849647,0.2246913926338393,0.16843469208177816,0.14249478385466174
WT5,5,145.5648162899608,27.981870281123744,0.24534156888915923,0.07389550464718846,0.5159718938252323,0.04029065865756937,0.4680140361110057,0.015300915358360374,3.6200362331281575,0.522555212925076,3.2301713218309644,0.3400789313894265,0.057301169114054896,0.3021509717473275
WT6,7,148.1867155262279,31.2310307293816,0.2777750965290434,0.09443545340760903,0.576544035674957,0.08012129621471331,0.4901201522632706,0.02353556439095579,3.252098582078489,0.29525757845311607,3.1909612306057284,0.1173233512285384,0.8328541895648637,0.3554279622463987
