subject,n_sessions,WBIC_mean,WBIC_std,p_r_mean,p_r_std,i_temp_mean,i_temp_std,P_mean,P_std
WT1,11,139.42106515881844,11.71211378670385,0.20763168802014723,0.0344837865630167,6.94324288731193,1.0125721596321184,0.95088219654053,0.2470881313968599
WT2,17,180.48283637117783,17.226008328728987,0.19211866062807706,0.05352846598053326,6.51016302070238,1.4358724473863629,0.7956373116726962,0.3539769307840504
WT3,14,169.40717465029664,12.902355404094333,0.2385055005076461,0.05288014160265608,5.205165262104967,0.6529352490924688,0.9931197597502317,0.28667131076787156
WT4,15,177.77001733897137,21.64416284851793,0.17329755818433756,0.06959489016636095,6.206032211698403,1.1708890258350433,0.9607962150128847,0.2526549840640191
WT5,16,161.93347903893869,22.873911705271247,0.244358292108805,0.05793397505667803,5.508650877299333,0.6672516888479681,1.0777672885073057,0.25852792176995304
WT6,16,143.52639220703924,15.668369270108416,0.18557930461154193,0.04145722699046128,5.92063054743968,0.47692357590938955,1.850066989519746,0.41254063653898343
