subject,n_sessions,n_trials_total,wbic_per_trial_mean,wbic_per_trial_std,WBIC_mean,WBIC_std,p_r_mean,p_r_std,beta_mean,beta_std
WT1,10,2569,0.1845546429319716,0.011833157660434562,46.87853382779813,7.00507243345781,0.39202495860516223,0.0986036770458367,0.3140991116499873,0.03617422922314036
WT2,2,693,0.17604976971118907,0.0011399653207606996,61.00729078399173,2.262287773480262,0.40061317248414097,0.07049810731607135,0.3288496051900141,0.023853367513385366
WT3,3,832,0.18364045494244383,0.011715411980313577,50.37480291727181,9.746776633735784,0.40514297998857574,0.07452463132878437,0.32403934911350213,0.025013251218076276
WT4,8,2602,0.18033547080350507,0.006069296346143896,58.33831276502263,8.882020518811451,0.47143235596571936,0.05226213034436281,0.3416740272213023,0.0035161468909081462
WT5,5,1535,0.18075405841465797,0.008214685807865019,55.14820586773543,7.598811048793959,0.41379146632391156,0.06487052395968804,0.32868422440250916,0.022991568658979476
WT6,7,2371,0.17569556911955883,0.008525055956929985,59.14634729271067,8.112013633209392,0.37620336623460643,0.08833083617627344,0.31530505983338736,0.033429904252450106
