subject,n_sessions,WBIC_mean,WBIC_std,p_r_mean,p_r_std,i_temp_mean,i_temp_std,P_mean,P_std
WT1,1,35.86909928746107,,0.563444483479769,,4.355692056194883,,-0.8792269688680343,
WT2,1,22.673936941960022,,0.4614569297369535,,4.404903818144483,,-0.0835017057402299,
WT3,1,36.901358674350206,,0.5982846209829259,,4.491739410992035,,1.5258251951445223,
WT4,1,32.6157663542132,,0.493224063655054,,4.18553256405667,,-0.5517776762517951,
WT5,1,39.37669052923282,,0.5655849575820738,,4.485585929807182,,-0.2521688245307071,
WT6,2,34.676383260435436,27.19788025645971,0.5837735410755867,0.0024777693809176567,4.56870050615218,0.3021515199683613,0.4300986725242082,0.5040007585265242
