subject,n_sessions,WBIC_mean,WBIC_std,alpha_mean,alpha_std,forget_mean,forget_std,lambda_mean,lambda_std,Wmf_mean,Wmf_std,P_mean,P_std
WT1,1,14.894074030809788,,0.4104752616363885,,0.5281917792247043,,0.463683108736778,,3.5203200740115497,,-0.0084298227386007,
WT2,1,15.2928705564491,,0.3877947404511612,,0.5293370990208414,,0.4726942852501558,,3.421070657594581,,-0.9326791839453492,
WT3,1,20.428884622137897,,0.404494837334841,,0.5224508875010919,,0.4510157105090757,,3.443544490547993,,0.0511458341640159,
WT4,1,15.67533098692608,,0.4328108687349227,,0.532864772003083,,0.4896749410619655,,3.5064012331230145,,-1.861288730016761,
WT5,1,18.379343554564134,,0.3724368851387539,,0.5257661140313128,,0.4544906203048851,,3.371362357566304,,-1.8698600252826725,
WT6,1,16.032822972873607,,0.4185021425572915,,0.4908577389329029,,0.502524481693741,,3.965303157542486,,-1.6278448130118297,
