subject,session_idx,date,stage,model,WBIC,n_trials,p_r,i_temp,P
WT1,0,2019-12-18 16:00:11,4.2,ls_asym_p,17.688506902504333,95,0.4986719916003125,4.472982665395098,-0.6205250662392212
WT2,0,2019-12-16 17:00:06,4.2,ls_asym_p,17.1406574974685,84,0.4800909085312252,4.482131681268234,-0.055974951363389834
WT3,0,2019-12-17 11:01:44,4.2,ls_asym_p,14.24929906905373,77,0.5416763923690107,4.739344012771029,0.561834838396911
WT4,0,2020-03-12 16:00:01,4.2,ls_asym_p,13.357135450017864,70,0.5333905936232589,4.833804319411739,-0.46243962002047906
WT5,0,2020-03-12 17:07:48,4.2,ls_asym_p,11.587294269119644,62,0.5811206013113434,4.810739675375644,-0.13557676540171132
WT6,0,2020-03-17 12:50:06,4.2,ls_asym_p,30.082749366037184,161,0.5365418508489534,4.354109539957026,0.4960365079796257
