subject,n_sessions,WBIC_mean,WBIC_std,alpha_mean,alpha_std,forget_mean,forget_std,lambda_mean,lambda_std,Wmf_mean,Wmf_std,Winf_mean,Winf_std,P_mean,P_std,p_r_mean,p_r_std
WT1,1,21.97727963689387,,0.3788787747630221,,0.448606570977937,,0.458027181244463,,2.7449321722160303,,4.631475303735877,,0.96074230459343,,0.5598193999884717,
WT2,1,19.66822544470051,,0.3761570435238438,,0.4598901599424437,,0.4682005928121019,,2.903078648115859,,4.562660012740754,,1.0896922255034782,,0.5390017112020606,
WT3,1,15.797814768433772,,0.4031938407873642,,0.4622604076010098,,0.4560719081024471,,3.0853935116770708,,5.088216784695871,,1.4054489584687422,,0.604955511138803,
WT4,1,15.589142155947387,,0.4265770599555434,,0.4202549742874439,,0.4708402526433495,,3.1689968562824298,,5.343815933243961,,1.1046449541634682,,0.6221690193107424,
WT5,1,13.063970142745491,,0.3914278851524089,,0.4537057308419653,,0.4522586234573388,,3.485848342391897,,5.060607117434528,,1.2323891263895237,,0.6102267672001183,
WT6,1,31.890769950848327,,0.3652829179197387,,0.4880520740423069,,0.4466046069781975,,2.9282695326044306,,4.5837207070448045,,1.100679268118853,,0.5883541590596882,
