subject,n_sessions,WBIC_mean,WBIC_std,alpha_mean,alpha_std,forget_mean,forget_std,lambda_mean,lambda_std,Wmf_mean,Wmf_std,Winf_mean,Winf_std,P_mean,P_std,p_r_mean,p_r_std
WT1,1,6.695191450621669,,0.4120712311526459,,0.4883547955083543,,0.4363678437460215,,3.2845727394746733,,4.866845924972134,,1.4078664334203856,,0.6001606777119214,
WT2,1,8.069713651248383,,0.3783669630257642,,0.4550209700928743,,0.4657305070462468,,3.0536352244871985,,4.511648171065687,,1.0421986361113018,,0.4964669323409117,
WT3,1,9.152187127039216,,0.3813085413496536,,0.4660509844226216,,0.459414395615638,,2.9568566148088835,,4.435870523196673,,1.2731164291604562,,0.5398822616173202,
WT4,1,8.927209245527063,,0.4113457165952622,,0.4324073720530905,,0.4717761478831452,,3.005724900719349,,4.927359003358428,,0.8520015726995178,,0.5927343514084299,
WT5,1,9.843373234851484,,0.3632755437133255,,0.454814244173175,,0.4544949129763561,,2.8386815516495094,,5.152324556461818,,0.7663843147703008,,0.6171717503266749,
WT6,1,8.52126620738337,,0.3807867898847665,,0.4159363947719294,,0.4815288099481879,,3.479911139366452,,5.073843337537713,,0.881238970906299,,0.5923512302919838,
