subject,n_sessions,WBIC_mean,WBIC_std,p_r_mean,p_r_std,i_temp_mean,i_temp_std,P_mean,P_std
WT1,1,18.686150089936547,,0.559425062538249,,4.46513565132493,,-1.117174277352851,
WT2,1,11.132013019658308,,0.4614990403601736,,4.649399431479112,,-0.9629201181494084,
WT3,1,15.535834463948538,,0.5297690408162105,,4.600600289832691,,-0.1898714330584748,
WT4,1,19.351323184338685,,0.5095930348161183,,4.50181095666692,,0.2036746849690266,
WT5,1,11.66688471519437,,0.5978866495058845,,4.882322050931679,,-1.1355508674740589,
WT6,1,26.09525487521786,,0.552163900973344,,4.606796534095698,,0.3541916767427961,
