subject,n_sessions,WBIC_mean,WBIC_std,alpha_mean,alpha_std,forget_mean,forget_std,lambda_mean,lambda_std,Wmf_mean,Wmf_std,Winf_mean,Winf_std,P_mean,P_std,p_r_mean,p_r_std
WT1,10,42.5477537490781,8.449253412443765,0.3637067326550757,0.02156062969968906,0.44964968833562413,0.026735205848617064,0.4753535309772894,0.024418632670307087,2.7430786249315178,0.47505397343702715,4.398935563416024,0.35790206065032454,0.8957889841028024,0.3313037198055552,0.40478385037329734,0.07661841660306264
WT2,2,60.28733715646348,0.8931641319866646,0.303626426288124,0.026404235077914125,0.3849912832218132,0.02049648561369185,0.4559513270337764,0.017562205332892183,2.4522039536624645,0.05000647752577049,3.8677626850278215,0.039068084290107025,0.5020021312173499,0.06810588444693866,0.4244392949730883,0.04004286544804469
WT3,3,47.515930152426144,6.546445095398129,0.3348498990766641,0.02707052206756426,0.41823735397673695,0.021428309863487646,0.4625032268923843,0.0134615257162836,2.657126453935632,0.4344372573192753,4.180725578609695,0.47196010772453545,0.7040153073316261,0.14520180281810982,0.4138151452798817,0.07978244436646889
WT4,8,57.25380793185891,8.409563320887568,0.29273622944136,0.037785394292361434,0.41169208423228976,0.029381651086088888,0.44654792339689786,0.02410929515274107,2.65414232433418,0.4347642096194367,3.9336165766508095,0.11822554231064163,0.5969705957928484,0.060198359022626574,0.5009867846943368,0.07128161865919591
WT5,5,50.9718416233466,8.779353594408263,0.31056466408086764,0.03954131098001536,0.3885499533683513,0.021009951777500795,0.4893129462928096,0.013565388365501285,3.0618361627419013,0.4611119250579091,4.132409583015503,0.3412214876168559,0.6415328232830232,0.1389256247189605,0.46025315654288057,0.0943521650218638
WT6,7,50.81973253679673,9.87786220782864,0.4018205225575123,0.06546190485136051,0.4670793406311251,0.048316977478787874,0.502729075220605,0.03403354849858064,2.7610418221059563,0.3538156127939129,4.2660084346291445,0.3445340613719952,0.9937307866083731,0.21595628579533813,0.414500896817484,0.05616966309661219
