subject,n_sessions,n_trials_total,wbic_per_trial_mean,wbic_per_trial_std,WBIC_mean,WBIC_std,alpha_mean,alpha_std,forget_mean,forget_std,lambda_mean,lambda_std,Wmf_mean,Wmf_std,Wmb_mean,Wmb_std,P_mean,P_std
WT1,5,923,0.5375938389516994,0.030476406351501048,98.00451195569615,27.938070061168418,0.1663301515260736,0.027622071093280867,0.5710031283029109,0.06094915557447933,0.4572053568365059,0.022583674717512884,3.657417444447314,0.26646110388427663,3.2354241886429,0.24795423466173191,-0.34972635391176327,0.1855577564025028
WT2,11,2095,0.5485152448415962,0.02238768938808062,102.83369050075682,52.54521552457209,0.1540128768390641,0.02952765188746264,0.5721913246750219,0.04505775345568223,0.4528980345886671,0.00957751614532787,3.6897329212863554,0.2671000693350635,3.1222751039137773,0.17179232360384716,-0.434786753581087,0.43297615250811844
WT3,11,1830,0.5437889265378368,0.020945598305191247,89.13374532708292,41.75217005784318,0.17317644983141153,0.03647515778003674,0.5615686448384479,0.031110660904094076,0.45683076988174365,0.015201941924440597,3.739824122041449,0.4674257058811641,3.1820484483211744,0.15704136097783117,-0.12851903643778012,0.46311470587662523
WT4,6,1219,0.5267284278489824,0.025362013964734784,106.06132688605997,39.99184884807187,0.13515384980820908,0.034981899301249814,0.5258743577778731,0.08806700459660301,0.4603901923377734,0.014297684703200723,4.0934451465067125,0.48813819519726453,3.159309687697974,0.16665677611234617,0.0313491224584093,0.4934997625686673
WT5,9,1535,0.5140600787845238,0.03189847506307671,88.26351207454721,34.23663706385931,0.13845956175038873,0.033067109512390426,0.5198743190773492,0.0715979864151984,0.46388775351957673,0.02056172191190122,4.334049161916931,1.0236944417461153,3.2512233751587356,0.2682133036900148,0.09531256716757004,0.9484421197664029
WT6,2,528,0.48123054447824976,0.0525481577063328,125.67004887209663,11.308108582813343,0.16154703829957007,0.038304713690295096,0.5047504202607733,0.036642662070295935,0.46420063708051784,0.00251382894829838,3.799179520604085,0.066826993866927,3.2433634088983054,0.012334105074453393,0.6548173737424277,0.3810913609960449
