subject,n_sessions,WBIC_mean,WBIC_std,alpha_mean,alpha_std,forget_mean,forget_std,Wmb_mean,Wmb_std,P_mean,P_std
WT1,1,37.96808905424974,,0.3724016454207249,,0.5760713727998249,,2.644860061557648,,-1.2693498697817558,
WT2,1,23.50189893693112,,0.4267363812816742,,0.4686561326656869,,3.1018204509890728,,-0.6009957190731747,
WT3,1,40.53024760800704,,0.3063423967464358,,0.5941355974053029,,2.7382931342865438,,1.2478080182223903,
WT4,1,33.946765169887804,,0.3766387224986388,,0.5294287932802796,,2.6909243473369995,,-0.8008728971461414,
WT5,1,41.57600805348834,,0.3689483201928008,,0.5392484641521536,,2.86183303326301,,-0.4783972057571504,
WT6,2,37.47438012516115,27.94162850176902,0.32619804586378215,0.0003146439654035309,0.568576808018948,0.0009459233874263439,2.7788126782180926,0.5832341789308876,0.28660244505364063,0.5210086500489137
