subject,n_sessions,WBIC_mean,WBIC_std,p_r_mean,p_r_std,eps_mean,eps_std
WT1,1,35.798043386101085,,0.5332179576943075,,0.2816634523495519,
WT2,1,20.83697622347104,,0.477433392769431,,0.2740245343707478,
WT3,1,38.37893253604709,,0.601101077183545,,0.2700317037944839,
WT4,1,30.844019563640167,,0.5165674281931104,,0.2797976157506545,
WT5,1,37.67966639577128,,0.5278591915294204,,0.2791559069541684,
WT6,2,32.60405987445793,26.573077941072512,0.5859001885305539,0.027793560825104365,0.26777981871284506,0.012982104100695266
