subject,session_idx,date,stage,model,WBIC,n_trials,alpha,tmp,P
WT1,0,2019-12-26 09:42:54,4.7,rac_p,110.88431156798816,229,0.4387632073725735,1.3719947664003704,1.2304432325643602
WT1,1,2019-12-27 09:25:53,4.7,rac_p,100.15799338045557,197,0.3182824861772801,1.6518375880924663,0.8917747297033288
WT1,2,2019-12-28 09:37:17,4.7,rac_p,87.17262997037963,224,0.40816657263065037,1.571113025794395,2.5875898559036354
WT1,3,2019-12-30 09:23:18,4.7,rac_p,83.57971427392282,168,0.34756917130892395,1.7750491099334622,0.9797374484258312
WT1,4,2019-12-31 09:49:32,4.7,rac_p,130.60411812216475,263,0.3850358728070816,1.182819204236522,1.4228818532698784
WT1,5,2020-01-01 09:02:33,4.7,rac_p,148.00931170209765,302,0.32826458135983716,1.719395131078421,0.5420919315545351
WT1,6,2020-01-02 09:19:31,4.7,rac_p,150.84315773541493,297,0.3184790116209784,1.2105471201160707,1.2214461473930536
WT1,7,2020-01-03 09:14:07,4.7,rac_p,122.31874634344686,266,0.3635388285704531,1.509329909002043,1.509332306760643
WT1,8,2020-01-04 09:15:57,4.7,rac_p,170.05242232495502,344,0.44719115051070796,1.8340363717483947,0.4345397556415993
WT1,9,2020-01-06 09:09:05,4.7,rac_p,128.15024842860467,279,0.3090995934118122,1.7810840546351099,1.5454041078760221
WT2,0,2019-12-28 11:25:17,4.7,rac_p,177.71427313986595,354,0.3787209902578685,1.3724097797941408,0.6671364604597573
WT2,1,2019-12-30 11:12:59,4.7,rac_p,178.53928067943576,339,0.30490299041130603,1.1447641497302534,0.3803501984681721
WT3,0,2019-12-30 13:00:32,4.7,rac_p,109.42611853791385,208,0.3791133129491656,1.3018863669592076,0.28838763059058425
WT3,1,2019-12-31 13:21:37,4.7,rac_p,138.25870420073844,274,0.3417895187873389,1.059784772515224,1.5968774138008652
WT3,2,2020-01-01 13:07:32,4.7,rac_p,168.4786121110364,350,0.3423411126406632,1.4036442769363815,1.2819185885241595
WT4,0,2020-03-21 09:12:39,4.7,rac_p,132.1609661094604,259,0.32542756219849506,1.4248473710866254,0.7839018738702674
WT4,1,2020-03-23 09:08:59,4.7,rac_p,133.3122011503308,254,0.2815911864684385,1.2997300925547004,0.7265137248291135
WT4,2,2020-03-24 09:27:54,4.7,rac_p,176.51073462519813,333,0.3333205549756475,0.8266258526599608,1.0184215207354852
WT4,3,2020-03-25 09:18:00,4.7,rac_p,196.15453420439945,379,0.3660020534871178,0.9197261219405093,0.9173257710613153
WT4,4,2020-03-26 09:24:39,4.7,rac_p,133.69073361902574,259,0.3021731836285384,1.5105227012667457,0.6990914560951321
WT4,5,2020-03-27 09:30:39,4.7,rac_p,177.7951694057178,347,0.3816536231388844,1.145239573036674,0.6134793699987668
WT4,6,2020-03-28 09:25:59,4.7,rac_p,205.66039152441047,400,0.3244888654598058,1.0263873097516771,0.9646677849246812
WT4,7,2020-03-30 09:26:19,4.7,rac_p,193.41410744414767,371,0.30294843323750026,1.1429713352328053,0.8885242800607184
WT5,0,2020-03-25 11:07:28,4.7,rac_p,167.4901708002395,329,0.45427553068436965,1.1346940943402162,0.5384008705544991
WT5,1,2020-03-26 11:01:42,4.7,rac_p,136.22391902178174,266,0.354244419785831,1.4830784381173374,0.5866431103800949
WT5,2,2020-03-27 11:05:55,4.7,rac_p,176.48417615871173,359,0.32627077012795663,1.7000652382282735,0.8676394296527363
WT5,3,2020-03-28 11:04:07,4.7,rac_p,169.22192753236882,347,0.41185268744002745,1.7010553572159983,0.8359413339526843
WT5,4,2020-03-30 11:18:27,4.7,rac_p,105.94432128096983,234,0.37295007363741783,2.0105122102276045,1.1115264761730506
WT6,0,2020-03-23 13:01:34,4.7,rac_p,135.1309575002285,283,0.37270556708132285,1.4388231776137606,1.604193654524391
WT6,1,2020-03-24 13:16:58,4.7,rac_p,181.51758212151688,357,0.3563999159330255,0.9132473986554167,1.4997133379863288
WT6,2,2020-03-25 13:00:23,4.7,rac_p,171.70767339231728,362,0.33038303902216554,1.4120833184632502,1.6675873391388616
WT6,3,2020-03-26 13:00:01,4.7,rac_p,184.28473564823963,387,0.31338293970884173,1.3612410132120223,1.4277119758365553
WT6,4,2020-03-27 13:04:11,4.7,rac_p,156.21937281623545,372,0.32892090632326776,2.1905767594356393,1.3728938560402155
WT6,5,2020-03-28 12:56:13,4.7,rac_p,92.1933139771034,234,0.33857767159904123,1.9218487657380932,1.7705748034619584
WT6,6,2020-03-30 13:17:51,4.7,rac_p,157.02981804833706,376,0.3709334384112316,2.0288606529413578,1.37218892724807
