subject,session_idx,date,stage,model,WBIC,n_trials,alpha,forget,lambda,Wmf,Wmb,P
WT1,0,2019-12-19 16:11:15,4.4,hyb_p,21.82867443252676,102,0.23440574529595032,0.5707890292026232,0.47331333332566167,3.706017579601569,3.226742316388856,-1.758537245170716
WT2,0,2019-12-17 17:00:01,4.4,hyb_p,11.887418987551554,58,0.4280808547838078,0.4286879227699818,0.5258367417019251,3.8979444535800822,3.7955597151462306,-1.5865731053507788
WT3,0,2019-12-18 11:15:07,4.4,hyb_p,18.008867360073374,82,0.3149647711399519,0.5109070705139444,0.45479980967916206,3.813302519991072,3.7721313103119214,-0.3592371104849592
WT4,0,2020-03-13 15:52:16,4.4,hyb_p,20.494414271258965,97,0.3638833399267124,0.597905321338728,0.46872808508011027,4.118422533835603,3.7698515005388638,-0.2872782522180382
WT5,0,2020-03-13 17:01:07,4.4,hyb_p,15.45054613069775,67,0.2565574434601612,0.5546938074523632,0.4759965859867457,3.7610288371656027,3.3771000235485023,-1.6341025548318953
WT6,0,2020-03-18 13:23:48,4.4,hyb_p,28.182022512315744,141,0.23936779072566403,0.5016399712888137,0.4934002887478779,4.167558209695967,3.279013047311927,-0.38717228857055186
