subject,session_idx,date,stage,model,WBIC,n_trials,p_r,eps
WT1,0,2019-12-18 16:00:11,4.2,ls,16.27078075723183,95,0.5142453651929287,0.27568695870995363
WT2,0,2019-12-16 17:00:06,4.2,ls,15.442640798334047,84,0.5023909727151796,0.2725975721894092
WT3,0,2019-12-17 11:01:44,4.2,ls,13.060968785844677,77,0.5311094926538976,0.26861273379402906
WT4,0,2020-03-12 16:00:01,4.2,ls,12.49468352365786,70,0.5205796912696794,0.27193289926694214
WT5,0,2020-03-12 17:07:48,4.2,ls,10.077919917298724,62,0.5650700457449436,0.2651019800661422
WT6,0,2020-03-17 12:50:06,4.2,ls,28.044693467497247,161,0.5297204498348735,0.2763345278743689
