subject,session_idx,date,stage,model,WBIC,n_trials,alpha,forget,Wmb,P
WT1,0,2019-12-20 09:06:56,4.5,mb_p,37.96808905424974,103,0.37240164542072496,0.5760713727998249,2.644860061557648,-1.2693498697817558
WT2,0,2019-12-18 10:12:40,4.5,mb_p,23.501898936931116,60,0.42673638128167424,0.46865613266568695,3.1018204509890728,-0.6009957190731747
WT3,0,2019-12-18 18:05:43,4.5,mb_p,40.53024760800704,112,0.3063423967464358,0.5941355974053029,2.7382931342865433,1.2478080182223903
WT4,0,2020-03-14 08:56:47,4.5,mb_p,33.946765169887804,89,0.3766387224986388,0.5294287932802796,2.6909243473369995,-0.8008728971461414
WT5,0,2020-03-14 10:00:01,4.5,mb_p,41.576008053488344,108,0.3689483201928008,0.5392484641521536,2.86183303326301,-0.47839720575715045
WT6,0,2020-03-18 17:58:02,4.5,mb_p,17.716665134164955,43,0.32597555898218594,0.5679079391772159,3.1912215211598913,0.6550111945600764
WT6,1,2020-03-19 13:03:11,4.5,mb_p,57.23209511615733,146,0.3264205327453784,0.5692456768606802,2.366403835276294,-0.08180630445279514
