subject,n_sessions,n_trials_total,wbic_per_trial_mean,wbic_per_trial_std,WBIC_mean,WBIC_std,alpha_mean,alpha_std,tmp_mean,tmp_std,P_mean,P_std
WT1,1,102,0.20199558454530597,,20.60354962362121,,0.409513834117923,,1.901483977068948,,-0.8212416188582402,
WT2,1,58,0.21083906118926513,,12.228665548977377,,0.4601714697584219,,2.427209669866115,,-1.042624571688016,
WT3,1,82,0.21270385870417774,,17.441716413742576,,0.4299012095831817,,1.77545063008533,,-0.33331550113532,
WT4,1,97,0.22126628410954025,,21.462829558625405,,0.4116006302966272,,1.658690873452511,,0.1083321362656181,
WT5,1,67,0.21398310788759814,,14.336868228469076,,0.4379524831709227,,1.90354614750444,,-1.045821455631603,
WT6,1,141,0.17224625222660675,,24.286721563951552,,0.4692924274187668,,2.5606442098945883,,-0.1216456765589431,
