subject,session_idx,date,stage,model,WBIC,n_trials,alpha,forget,Wmb,P
WT1,0,2019-12-18 16:00:11,4.2,mb_p,18.744200972137165,95,0.39524890413611397,0.5116403944478763,3.446077641193993,-1.0545841549479702
WT2,0,2019-12-16 17:00:06,4.2,mb_p,17.849970660674458,84,0.4100817641390422,0.5221873511713967,3.4760985134342377,-0.5393972336968357
WT3,0,2019-12-17 11:01:44,4.2,mb_p,15.997806328837651,77,0.4315939861592444,0.48028289215480513,3.5062837597863936,-0.01921341464824696
WT4,0,2020-03-12 16:00:01,4.2,mb_p,14.606753300526536,70,0.4433430639151002,0.46976685123150314,3.6510831713701197,-1.017472627949924
WT5,0,2020-03-12 17:07:48,4.2,mb_p,14.044604704565767,62,0.3540362758307737,0.5247675791933337,3.212902442033342,-0.37135188966320953
WT6,0,2020-03-17 12:50:06,4.2,mb_p,32.31050611299112,161,0.36232164035493164,0.5443400022573676,2.977013092290674,0.0780759692795147
