subject,n_sessions,WBIC_mean,WBIC_std,p_r_mean,p_r_std,eps_mean,eps_std
WT1,11,161.35828166899685,10.67751857358675,0.24605899110948448,0.061468510438149555,0.19537338816115035,0.03722522913678966
WT2,17,208.36778407863494,16.343469420754687,0.2582922822943144,0.06895199657329507,0.20862511593458719,0.040155620238606804
WT3,14,190.71876392466876,10.889066744131643,0.3407789855260283,0.07396091451318469,0.25674345299919155,0.030731901839337845
WT4,15,205.78036966740117,20.717784882948703,0.2234529665187546,0.10058150472930741,0.19903713976091728,0.052902683101811364
WT5,16,181.30973138528327,25.703137318404846,0.3024287582182493,0.07021071539461848,0.23370486467556734,0.032253937236492794
WT6,16,190.39535856295623,22.683333337169007,0.24847770379633402,0.07470490811866377,0.21172603501706846,0.03924704576103714
