subject,n_sessions,WBIC_mean,WBIC_std,alpha_mean,alpha_std,forget_mean,forget_std,lambda_mean,lambda_std,Wmf_mean,Wmf_std,Winf_mean,Winf_std,P_mean,P_std,p_r_mean,p_r_std
WT1,5,98.4022491695332,28.813824630312187,0.3107156872289426,0.017328435870729967,0.4279729212475198,0.040320631318659664,0.44443405399169167,0.0246388975183974,2.5987001927780655,0.2114942626973104,4.254706010522172,0.4704982248079532,0.5581071432198316,0.0726901177665052,0.5675163147036203,0.061444207182016604
WT2,11,103.05603626980879,53.45809948697595,0.3170922255840096,0.023799711191590994,0.43690489245804065,0.02925433596855862,0.4436943218830716,0.018677657328718473,2.471422674238035,0.2872629515356314,4.4129995493114125,0.4438970846883281,0.5730098363881759,0.1746725124724869,0.6031783043874542,0.05339039504104762
WT3,11,88.52171630686826,43.065421074168796,0.33057914684680967,0.03911055399948989,0.4353276015164951,0.02512580670850661,0.45055284967182596,0.03271931648745175,2.6836237198870716,0.44755765494293137,4.3693529324292335,0.39557135975449104,0.6859304128821537,0.16846595855106644,0.5825144860949577,0.047325243436049456
WT4,6,103.92986305398351,40.79433794940068,0.28801589851879095,0.039109671299577715,0.4155322010964649,0.047497785752850075,0.41751366045072885,0.05138592570408915,3.074416012767092,0.7510841493855271,4.295974054862116,0.3430797435360738,0.6498481131336139,0.1124433387628673,0.5958513219361414,0.042366821410212974
WT5,9,85.05290505646437,36.712560123198884,0.29447004644913455,0.04122130945499837,0.40891216090542326,0.03759838942012282,0.40132859177612384,0.06409767847636275,3.454378391744199,1.3311379429842816,4.621316660009404,0.5162990218752466,0.7377301798541176,0.34893946510724294,0.6131571841374902,0.05522271656786872
WT6,2,124.10591452520484,11.817633682967891,0.30127707329396636,0.0022025707453570843,0.4096140734978482,0.004501220262745029,0.42968194082029076,0.01632213925468972,3.0898962442468116,0.21442769904855105,3.9969433674280825,0.10907319033858127,0.8777837977594616,0.2502774385273232,0.51221934036375,0.03661820368354014
