subject,session_idx,date,stage,model,WBIC,n_trials,alpha,forget,lambda,Wmf,Wmb,P
WT1,0,2019-12-20 09:06:56,4.5,hyb_p,39.06448865065522,103,0.1892186135235283,0.6250674923809344,0.44648570077537797,3.5273995134543834,3.328392189219414,-1.419539292757658
WT2,0,2019-12-18 10:12:40,4.5,hyb_p,24.748761734243228,60,0.24447117445545075,0.5038064131316008,0.46245387601807203,3.3951058075752116,3.421453432238994,-0.7783118229125241
WT3,0,2019-12-18 18:05:43,4.5,hyb_p,40.745827470558645,112,0.18966538366247038,0.6172274261720779,0.4463627914976861,4.185058124795065,3.2573339077755086,1.024640034458524
WT4,0,2020-03-14 08:56:47,4.5,hyb_p,35.22094821834732,89,0.20249687495358495,0.5772947824512208,0.44491097425066845,3.4281281591715356,3.3255860318688444,-0.9806073392250602
WT5,0,2020-03-14 10:00:01,4.5,hyb_p,42.46339372208561,108,0.20448549317219117,0.5981746448205637,0.4413358958175457,3.6737847879817003,3.404819248738099,-0.6549759236113893
WT6,0,2020-03-18 17:58:02,4.5,hyb_p,18.17323294013868,43,0.21910710655855348,0.5737065999031014,0.45597150480911036,4.170728560175012,3.5593745274130746,0.530698193319541
WT6,1,2020-03-19 13:03:11,4.5,hyb_p,57.750585029108805,146,0.1499804521679154,0.5939697558018501,0.4580155695643017,3.735850384708603,3.1091038939759588,-0.2518219462059125
