subject,n_sessions,WBIC_mean,WBIC_std,alpha_mean,alpha_std,forget_mean,forget_std,lambda_mean,lambda_std,Wmf_mean,Wmf_std,Wmb_mean,Wmb_std,P_mean,P_std
WT1,1,16.782005083825755,,0.2672763418554228,,0.5403048733998064,,0.4631135185826618,,3.946841998191984,,3.3456377717738883,,-0.0046515416548306,
WT2,1,15.548701189430366,,0.3376382301680706,,0.5630292443957985,,0.4618142079341371,,3.5449182870190863,,4.013779342283469,,-1.113561335307391,
WT3,1,22.10284313503861,,0.3162962519671398,,0.5485326261016461,,0.4463855638243434,,3.623353721468604,,3.426180281960989,,-0.1224062880767086,
WT4,1,16.821812921903724,,0.3274362159383165,,0.5659527576675462,,0.4839233663214483,,3.674351733214378,,3.480408032044987,,-2.169169140608434,
WT5,1,19.61443385540738,,0.2535922589753518,,0.5325302493892292,,0.4568676109968131,,3.694218326519425,,3.506163363683363,,-2.029015672797048,
WT6,1,16.81744353792896,,0.3359597240608271,,0.5121547984602234,,0.4863901433379213,,3.981211091672899,,3.7520362462468912,,-1.8561323730801167,
