subject,n_sessions,WBIC_mean,WBIC_std,alpha_mean,alpha_std,forget_mean,forget_std,lambda_mean,lambda_std,Wmf_mean,Wmf_std,P_mean,P_std
WT1,11,146.47334937194194,12.8775061404493,0.45229385009159573,0.08468789310145566,0.48295223294934736,0.04009583900494954,0.5143510803771643,0.0650686886538177,3.3455419988814956,0.27193333656274055,0.5962835625548772,0.29650617856163247
WT2,17,188.4680955446954,17.639552678255896,0.35365113303606754,0.056468023824633354,0.4454947984583906,0.04282925404559041,0.4820815643003899,0.035967180415528356,3.7157799512457124,0.627074283227526,0.46263671587557637,0.3267072654802082
WT3,14,171.20411439407144,10.631290767036711,0.33292602052915393,0.04554986822515626,0.4798396514125657,0.026891211782230574,0.44804432462761384,0.03324472840663051,3.617738642244261,0.3289526336030276,0.5867956596419742,0.29968576609388975
WT4,15,182.10054466514944,23.138102499646198,0.356383936395705,0.03638423587890164,0.42907968647148564,0.05836384624882538,0.4770569548144091,0.04189550926913385,4.095283808503475,0.7333084283149873,0.48943800036762564,0.2986455792986507
WT5,16,163.47107562729985,23.745189147644,0.38221335742267987,0.04536768158995301,0.48741737379656275,0.05627359013045845,0.5100105565766254,0.04464287491488838,3.411999349119159,0.42466624370421463,0.5945242947333114,0.28200560421613236
WT6,16,141.44785099294313,16.94242602869182,0.42845131052222857,0.04496575712452373,0.4950939494325861,0.061714205066422466,0.5328963705632325,0.04749771815716852,4.182918048530675,0.6092812584440988,1.065540042857024,0.39000828038477187
