subject,n_sessions,n_trials_total,wbic_per_trial_mean,wbic_per_trial_std,WBIC_mean,WBIC_std,p_r_mean,p_r_std,beta_mean,beta_std
WT1,5,923,0.20089017783390162,0.014171012346951414,36.42209120364715,9.655599244672022,0.4960488394915809,0.07366399527762185,0.3342570785553467,0.010596255711705097
WT2,11,2095,0.20675743709334482,0.024834037165456797,37.198090422574744,16.334960714430302,0.5168557114151459,0.04668200713222358,0.3389848240739776,0.006365549467190253
WT3,11,1830,0.2108605596354337,0.022097256651979116,33.48202023183504,13.555903058018457,0.505613583693833,0.04321096413783525,0.3394608975041406,0.00605194653360904
WT4,6,1219,0.1990080205847994,0.014618653945568463,39.48769475154221,12.860600283699686,0.5386258506017688,0.04618028302766633,0.33830179413444156,0.01389149330428277
WT5,9,1535,0.20427064195056668,0.016691129884355355,33.99832067128142,10.263655961006036,0.5526999423922182,0.06952693307494794,0.3288703530634713,0.01987610209520406
WT6,2,528,0.1872125230801578,0.0077140710647440386,49.222283230625536,7.759549338791252,0.47943465998434565,0.04673358728306489,0.34409542700169915,0.008448071471967834
