subject,n_sessions,WBIC_mean,WBIC_std,p_r_mean,p_r_std,eps_mean,eps_std
WT1,10,129.75736710165205,23.67544355243544,0.3806921286620155,0.10529305618975385,0.2578147773989362,0.038560060461127386
WT2,2,178.15330457558858,8.045741480604063,0.3904115502889332,0.07412229421665038,0.27426704776840327,0.02517801413538402
WT3,3,141.71520208066474,33.31737483962742,0.396247464424432,0.07654260457916026,0.2694929031733821,0.028747014293439805
WT4,8,169.1560731083527,30.90903059499142,0.46774133910956955,0.05511909683474895,0.2910557622263872,0.004203361770449267
WT5,5,157.9392770121098,26.2323154131951,0.40685127756103545,0.07194799758692554,0.27517798710280317,0.025460909392007763
WT6,7,172.1286166713158,28.165734008147,0.36953866343324665,0.09246734841815438,0.26204767696510933,0.03532674871865175
