subject,n_sessions,WBIC_mean,WBIC_std,alpha_mean,alpha_std,forget_mean,forget_std,lambda_mean,lambda_std,Wmf_mean,Wmf_std,P_mean,P_std
WT1,1,19.262849368479905,,0.3887781076403044,,0.5049195043717587,,0.4399753282271014,,3.2045960081535587,,-1.0483561065154583,
WT2,1,17.94266210483727,,0.3960488761521768,,0.5333242752676893,,0.4556690651257554,,3.410782986278636,,-0.7038297551356119,
WT3,1,16.406958909264223,,0.4099904803346867,,0.5111011403962423,,0.4433331076123064,,3.431389506101526,,-0.0327199955628679,
WT4,1,15.128650761369562,,0.4076284574023546,,0.4927565432499036,,0.4730172310042752,,3.3931944930777846,,-1.0444225444589192,
WT5,1,12.855933003335828,,0.386948970289276,,0.51651460175449,,0.46123136950809,,3.718939389103655,,-0.6365019292140782,
WT6,1,31.50952681598939,,0.3663793009485955,,0.5520967307829582,,0.4514354852861629,,3.229907193994612,,-0.0752521222210156,
