subject,n_sessions,n_trials_total,wbic_per_trial_mean,wbic_per_trial_std,WBIC_mean,WBIC_std,alpha_mean,alpha_std,tmp_mean,tmp_std,P_mean,P_std
WT1,5,923,0.5396489961152977,0.02341294218352617,98.60814556343408,28.630265504818496,0.376230847599727,0.0428560199770037,1.0247577867723074,0.24532864801540077,0.1807579827083251,0.3435952618185617
WT2,11,2095,0.5408311230641311,0.020629656655188178,102.02144045102688,53.41150652266361,0.402454575345635,0.05728509760159275,1.0069448286398142,0.3796527226757402,-0.027470083789397096,0.5203807606922268
WT3,11,1830,0.5417011830408685,0.019324685484665455,89.05099431358094,41.94830705341113,0.37375937596910175,0.04301330692058431,1.0893176741971013,0.258749462541319,0.4175395669158055,0.5647948947108539
WT4,6,1219,0.533799095674146,0.016570866508676094,107.47130633582884,39.77313129464779,0.3646793132911011,0.03114248238238506,1.0721984018748933,0.25170287553387555,0.5876527068013433,0.7074786570627136
WT5,9,1535,0.5287250928881908,0.01492375505376622,90.38730897701926,33.05097096575798,0.39138039343669173,0.039054280897523684,1.0137021311360643,0.2197735711531038,0.709485311076354,1.170156396539679
WT6,2,528,0.4963446439002606,0.03763095513033925,130.05044915812678,16.03710894514518,0.349425371433864,0.057018211752295135,1.100251779258682,0.24305426076196834,1.395418648576426,0.5425345811299466
