subject,session_idx,date,stage,model,WBIC,n_trials,alpha,forget,lambda,Wmf,Wmb,P
WT1,0,2019-12-19 09:23:45,4.3,hyb_p,16.782005083825755,73,0.2672763418554228,0.5403048733998064,0.46311351858266186,3.9468419981919842,3.3456377717738883,-0.004651541654830663
WT2,0,2019-12-17 10:07:45,4.3,hyb_p,15.548701189430366,74,0.33763823016807065,0.5630292443957985,0.46181420793413713,3.5449182870190863,4.013779342283469,-1.113561335307391
WT3,0,2019-12-17 18:00:17,4.3,hyb_p,22.102843135038615,100,0.3162962519671398,0.5485326261016461,0.44638556382434347,3.6233537214686042,3.4261802819609892,-0.12240628807670866
WT4,0,2020-03-13 09:07:24,4.3,hyb_p,16.821812921903724,88,0.32743621593831657,0.5659527576675462,0.48392336632144833,3.6743517332143782,3.480408032044987,-2.169169140608434
WT5,0,2020-03-13 10:21:19,4.3,hyb_p,19.61443385540738,102,0.2535922589753518,0.5325302493892292,0.4568676109968131,3.694218326519425,3.506163363683363,-2.029015672797048
WT6,0,2020-03-17 18:03:02,4.3,hyb_p,16.81744353792896,91,0.33595972406082714,0.5121547984602234,0.48639014333792135,3.981211091672899,3.7520362462468912,-1.8561323730801167
