subject,session_idx,date,stage,model,WBIC,n_trials,p_r,i_temp,P
WT1,0,2019-12-20 09:06:56,4.5,ls_asym_p,35.86909928746107,103,0.563444483479769,4.355692056194883,-0.8792269688680343
WT2,0,2019-12-18 10:12:40,4.5,ls_asym_p,22.673936941960026,60,0.46145692973695357,4.404903818144483,-0.08350170574022994
WT3,0,2019-12-18 18:05:43,4.5,ls_asym_p,36.901358674350206,112,0.5982846209829259,4.491739410992035,1.5258251951445225
WT4,0,2020-03-14 08:56:47,4.5,ls_asym_p,32.6157663542132,89,0.493224063655054,4.18553256405667,-0.5517776762517951
WT5,0,2020-03-14 10:00:01,4.5,ls_asym_p,39.37669052923282,108,0.5655849575820738,4.485585929807182,-0.25216882453070716
WT6,0,2020-03-18 17:58:02,4.5,ls_asym_p,15.444577697193058,43,0.5820214935441235,4.782353894867631,0.7864810266014771
WT6,1,2020-03-19 13:03:11,4.5,ls_asym_p,53.908188823677804,146,0.58552558860705,4.35504711743673,0.07371631844693938
