subject,session_idx,date,stage,model,WBIC,n_trials,p_r,eps
WT1,0,2019-12-19 16:11:15,4.4,ls,18.282103805844642,102,0.528325336050314,0.27656382890526543
WT2,0,2019-12-17 17:00:01,4.4,ls,10.433533583532514,58,0.46894175068607874,0.26749431194186213
WT3,0,2019-12-18 11:15:07,4.4,ls,13.876616125979925,82,0.5351446617492106,0.26990376826029
WT4,0,2020-03-13 15:52:16,4.4,ls,17.56429408002856,97,0.5075922213286022,0.27530624990287383
WT5,0,2020-03-13 17:01:07,4.4,ls,11.656437880909813,67,0.5578552329133721,0.26918253592507263
WT6,0,2020-03-18 13:23:48,4.4,ls,24.40749100636361,141,0.5234204499959387,0.2727731278783489
