subject,session_idx,date,stage,model,WBIC,n_trials,alpha,tmp,P
WT1,0,2019-12-19 16:11:15,4.4,rac_p,20.60354962362121,102,0.409513834117923,1.9014839770689476,-0.8212416188582402
WT2,0,2019-12-17 17:00:01,4.4,rac_p,12.228665548977375,58,0.4601714697584219,2.427209669866115,-1.042624571688016
WT3,0,2019-12-18 11:15:07,4.4,rac_p,17.441716413742576,82,0.4299012095831817,1.7754506300853299,-0.33331550113532
WT4,0,2020-03-13 15:52:16,4.4,rac_p,21.462829558625405,97,0.4116006302966272,1.658690873452511,0.10833213626561816
WT5,0,2020-03-13 17:01:07,4.4,rac_p,14.336868228469076,67,0.4379524831709227,1.90354614750444,-1.045821455631603
WT6,0,2020-03-18 13:23:48,4.4,rac_p,24.286721563951552,141,0.4692924274187668,2.5606442098945883,-0.12164567655894315
