subject,n_sessions,n_trials_total,wbic_per_trial_mean,wbic_per_trial_std,WBIC_mean,WBIC_std,alpha_mean,alpha_std,forget_mean,forget_std,lambda_mean,lambda_std,Wmf_mean,Wmf_std,Wmb_mean,Wmb_std,P_mean,P_std
WT1,1,95,0.21356159227576363,,20.288351266197544,,0.2768343634012069,,0.5028044068331452,,0.4401524959982814,,3.4816581706049923,,3.726610624283943,,-1.2835678094031764,
WT2,1,84,0.22466667825580297,,18.87200097348745,,0.2771497561586326,,0.54247285065887,,0.4588669098628924,,3.6067894151410815,,3.639153266186407,,-0.9023410524869832,
WT3,1,77,0.22924552218249447,,17.651905208052074,,0.3230935700146012,,0.4989012076300558,,0.4418208981599215,,3.5585736666149343,,3.66859125005082,,-0.2767464387299116,
WT4,1,70,0.22835376458120846,,15.984763520684591,,0.3284965845681839,,0.4638489817437772,,0.4681358774730172,,3.519978998976684,,3.765225064824184,,-1.3659974953662692,
WT5,1,62,0.23159785642488492,,14.359067098342866,,0.2579463426390095,,0.5361408915557669,,0.4709434949211166,,4.078738303034363,,3.503523915342298,,-0.6626111566079852,
WT6,1,161,0.206800956338351,,33.29495397047451,,0.2312428052296788,,0.5801766464601992,,0.4556641880992868,,3.663423437463464,,3.3454836927637346,,-0.1960292901708208,
