subject,n_sessions,WBIC_mean,WBIC_std,alpha_mean,alpha_std,forget_mean,forget_std,Wmb_mean,Wmb_std,P_mean,P_std
WT1,1,21.135219855593505,,0.3904116752447576,,0.5329895372706945,,2.788946400215271,,-1.4531504804557194,
WT2,1,11.294492983896028,,0.4775246836986661,,0.4444355161455041,,3.940859611259834,,-1.1687893637699538,
WT3,1,16.92650833127,,0.4087318172373882,,0.4972422997080863,,3.49485267091632,,-0.1604658597126199,
WT4,1,20.366560786496283,,0.4218705323824532,,0.569945706709781,,3.55603441914991,,0.2357120785988827,
WT5,1,14.613944654610856,,0.3651852415953948,,0.529237661901395,,3.0101861636781586,,-1.3415773770644852,
WT6,1,28.379239065335657,,0.37422032775199,,0.5175086939329943,,3.03304916875945,,-0.0610773261176223,
