subject,n_sessions,WBIC_mean,WBIC_std,alpha_mean,alpha_std,forget_mean,forget_std,Wmb_mean,Wmb_std,P_mean,P_std
WT1,1,18.744200972137165,,0.3952489041361139,,0.5116403944478763,,3.446077641193993,,-1.0545841549479702,
WT2,1,17.849970660674458,,0.4100817641390422,,0.5221873511713967,,3.4760985134342377,,-0.5393972336968357,
WT3,1,15.997806328837653,,0.4315939861592444,,0.4802828921548051,,3.5062837597863936,,-0.0192134146482469,
WT4,1,14.606753300526536,,0.4433430639151002,,0.4697668512315031,,3.65108317137012,,-1.017472627949924,
WT5,1,14.044604704565767,,0.3540362758307737,,0.5247675791933337,,3.212902442033342,,-0.3713518896632095,
WT6,1,32.31050611299112,,0.3623216403549316,,0.5443400022573676,,2.977013092290674,,0.0780759692795147,
