subject,n_sessions,WBIC_mean,WBIC_std,alpha_mean,alpha_std,forget_mean,forget_std,Wmb_mean,Wmb_std,P_mean,P_std
WT1,11,136.92730398005958,12.032942998113667,0.4962221025855127,0.054710568111808605,0.5492574832846601,0.05298042480730761,4.42477090382562,0.6471710837378807,0.7202895800102791,0.24678194679015375
WT2,17,178.54228385649074,16.993831431842985,0.41828571394229747,0.07308300718950726,0.5107724716430058,0.09022743149948323,4.476136615901872,0.9245018097943746,0.6254943103359308,0.3445184378178188
WT3,14,166.58214437508965,12.596256516263455,0.35495606089995935,0.033315164046253835,0.517347864736288,0.052360282369961736,4.033427672074419,0.46827859080957135,0.7993429431437818,0.31687556396381633
WT4,15,174.6881737143128,22.492294663790634,0.35777757453128806,0.04036222984750185,0.44765520846391754,0.08609419803302511,4.964439868282357,1.1215271430663627,0.8251300359581448,0.2849485249843747
WT5,16,159.88801784231876,22.957712553622333,0.4264060699983401,0.052571654775685504,0.5048206281386112,0.04664952148498732,3.6770883171762283,0.5223338847331523,0.909432673906302,0.24401123817443765
WT6,16,141.52199032431008,15.289056413427963,0.3902677682427567,0.03955008629480121,0.4718952037333079,0.07579591075679169,4.481540377247112,0.47004615596252475,1.7098481731642063,0.40469781837361957
