subject,n_sessions,n_trials_total,wbic_per_trial_mean,wbic_per_trial_std,WBIC_mean,WBIC_std,alpha_mean,alpha_std,forget_mean,forget_std,lambda_mean,lambda_std,Wmf_mean,Wmf_std,P_mean,P_std
WT1,5,923,0.5328011158913709,0.023431045484453135,97.37579374286861,28.263700299570342,0.29995447654028184,0.013999377780520161,0.5198607803564839,0.06549656334152926,0.45612869929055816,0.039279475570306685,3.081586434806522,0.21867736430282536,-0.3218598823072045,0.21807714005696655
WT2,11,2095,0.5399911166569265,0.01632899087152071,101.76714603806067,52.93864500058933,0.3028428501250713,0.03197210584727239,0.5423927810033928,0.03971075534873714,0.4454977848824532,0.01725566946265006,2.9901851045193593,0.22486431971694518,-0.4184488026793478,0.4094472444527764
WT3,11,1830,0.534490352325768,0.01591109207463578,88.13818717692064,42.28158121390557,0.3185267871655089,0.04037729526653489,0.5241024417116541,0.023069911731335668,0.45028530116500237,0.024575380531750353,3.1300939044991085,0.4110298910754536,-0.12132376663501913,0.433898653442337
WT4,6,1219,0.5210013567535726,0.022325946555790593,105.06327429240655,40.07500635076553,0.2724527761749052,0.04836223329008954,0.5028439659922216,0.06710306739874655,0.442153162175263,0.009932708048513091,3.3755523329642165,0.5357595448251625,0.030160221952845855,0.46882387471978265
WT5,9,1535,0.5076451889779569,0.034471374216214004,87.3885690709029,34.32425608480635,0.272013745008536,0.03779616736316825,0.5016395746795315,0.05580532968313968,0.44461508970802766,0.021108283168907418,3.6037643925410543,0.8902729685059029,0.11407217030462354,0.9216221729584368
WT6,2,528,0.4796821335203205,0.04896360103458596,125.35505095941848,12.173409544411786,0.2766577495595588,0.02058131388261006,0.45536823947441285,0.03837135826456455,0.45680231720590414,0.0047420613546591,3.4188712369754057,0.2743064314318303,0.6908022753270475,0.4134966736314381
