subject,session_idx,date,stage,model,WBIC,n_trials,alpha,forget,lambda,Wmf,Winf,P,p_r
WT1,0,2019-12-18 16:00:11,4.2,hyb_inf,21.97727963689387,95,0.3788787747630221,0.448606570977937,0.45802718124446307,2.7449321722160303,4.631475303735877,0.96074230459343,0.5598193999884717
WT2,0,2019-12-16 17:00:06,4.2,hyb_inf,19.66822544470051,84,0.3761570435238438,0.45989015994244375,0.4682005928121019,2.903078648115859,4.562660012740754,1.0896922255034782,0.5390017112020606
WT3,0,2019-12-17 11:01:44,4.2,hyb_inf,15.797814768433772,77,0.4031938407873642,0.46226040760100984,0.45607190810244713,3.0853935116770708,5.088216784695871,1.4054489584687422,0.604955511138803
WT4,0,2020-03-12 16:00:01,4.2,hyb_inf,15.589142155947389,70,0.42657705995554346,0.42025497428744396,0.47084025264334955,3.1689968562824298,5.343815933243961,1.1046449541634682,0.6221690193107424
WT5,0,2020-03-12 17:07:48,4.2,hyb_inf,13.063970142745493,62,0.39142788515240895,0.45370573084196536,0.4522586234573388,3.485848342391897,5.060607117434528,1.2323891263895237,0.6102267672001183
WT6,0,2020-03-17 12:50:06,4.2,hyb_inf,31.890769950848327,161,0.3652829179197387,0.48805207404230694,0.44660460697819754,2.9282695326044306,4.5837207070448045,1.100679268118853,0.5883541590596882
