subject,session_idx,date,stage,model,WBIC,n_trials,alpha,forget,lambda,Wmf,Wmb,P
WT1,0,2019-12-18 16:00:11,4.2,hyb_p,20.288351266197544,95,0.27683436340120693,0.5028044068331452,0.4401524959982814,3.4816581706049923,3.7266106242839427,-1.2835678094031764
WT2,0,2019-12-16 17:00:06,4.2,hyb_p,18.872000973487452,84,0.27714975615863263,0.54247285065887,0.4588669098628924,3.6067894151410815,3.6391532661864066,-0.9023410524869833
WT3,0,2019-12-17 11:01:44,4.2,hyb_p,17.651905208052074,77,0.3230935700146012,0.4989012076300558,0.4418208981599215,3.5585736666149343,3.6685912500508198,-0.2767464387299116
WT4,0,2020-03-12 16:00:01,4.2,hyb_p,15.984763520684593,70,0.3284965845681839,0.46384898174377726,0.46813587747301727,3.5199789989766836,3.765225064824184,-1.3659974953662692
WT5,0,2020-03-12 17:07:48,4.2,hyb_p,14.359067098342866,62,0.25794634263900956,0.5361408915557669,0.47094349492111665,4.078738303034363,3.503523915342298,-0.6626111566079852
WT6,0,2020-03-17 12:50:06,4.2,hyb_p,33.29495397047451,161,0.23124280522967888,0.5801766464601992,0.4556641880992868,3.663423437463464,3.3454836927637346,-0.19602929017082088
