subject,session_idx,date,stage,model,WBIC,n_trials,p_r,eps
WT1,0,2019-12-20 09:06:56,4.5,ls,35.798043386101085,103,0.5332179576943075,0.2816634523495519
WT2,0,2019-12-18 10:12:40,4.5,ls,20.83697622347104,60,0.47743339276943103,0.2740245343707478
WT3,0,2019-12-18 18:05:43,4.5,ls,38.37893253604709,112,0.601101077183545,0.27003170379448393
WT4,0,2020-03-14 08:56:47,4.5,ls,30.844019563640167,89,0.5165674281931104,0.27979761575065454
WT5,0,2020-03-14 10:00:01,4.5,ls,37.67966639577128,108,0.5278591915294204,0.2791559069541684
WT6,0,2020-03-18 17:58:02,4.5,ls,13.8140562653269,43,0.6055532038633059,0.2586000848691738
WT6,1,2020-03-19 13:03:11,4.5,ls,51.394063483588965,146,0.5662471731978018,0.27695955255651644
