subject,n_sessions,WBIC_mean,WBIC_std,p_r_mean,p_r_std,i_temp_mean,i_temp_std,P_mean,P_std
WT1,10,124.73297347045771,33.68356112147634,0.42341944152501565,0.038899487387568654,1.7776702695968627,0.7091400849742625,1.320900350068618,0.6321583545074847
WT2,2,182.70293446756295,1.383681056531261,0.42563955164408906,0.015780503524271128,1.3023146793777467,0.4426301453347946,0.5281836135459528,0.14467460409051078
WT3,3,144.0505171146344,30.06597970845394,0.4569599166622755,0.027739037194809586,1.015712657287773,0.10491595203080585,0.9922432817169032,0.6129901599122602
WT4,8,172.93012685661824,29.010670727899484,0.468732537862489,0.03998409058889322,1.0825057804516252,0.3052960148556518,0.6863483659704919,0.12472706363258582
WT5,5,160.5406065080131,29.311286610956085,0.4434836040467564,0.03482600307101243,1.0669150882542175,0.24809637490829203,1.0152262670890013,0.4313821619754035
WT6,7,160.46442201427968,31.65632322799532,0.43496509099853287,0.03623476904041578,1.1556483506089026,0.2309253241188673,1.8070203901266468,0.474634209610221
