subject,n_sessions,WBIC_mean,WBIC_std,alpha_mean,alpha_std,forget_mean,forget_std,Wmb_mean,Wmb_std,P_mean,P_std
WT1,10,117.46204844316249,24.717675469713537,0.4121841008542626,0.05433411871684498,0.5293648521280825,0.04660871850982584,3.336570527456364,0.42664145834030426,0.9200035654461818,0.6794253958014839
WT2,2,174.1165062695893,4.510502806988326,0.36664635102054793,0.03520442760313446,0.47001300812075086,0.026451092135673187,3.008504589886742,0.17161510830057614,0.09315435913822535,0.26359744937334606
WT3,3,132.8635394969101,23.67238017192051,0.3789479943629422,0.04206130463919379,0.5169779275509934,0.02905520606688284,3.217121553640901,0.37594362225315314,0.5216035586611928,0.5300175213412163
WT4,8,167.09239270358506,29.038664481263226,0.32681708837955503,0.040439880762484705,0.5058093511291861,0.04830592924453224,2.734724855696363,0.3453507632697697,0.4196786956509527,0.08125527449454566
WT5,5,148.37585663433688,27.96069287414168,0.3416647853443523,0.054159805938919205,0.49725595940063927,0.023107839289271476,3.467172753557031,0.46546791909273144,0.5070995058601075,0.34185106266743565
WT6,7,148.7025036142604,30.750033831936943,0.3957667885523798,0.04701627981795589,0.5245938573015355,0.05924464668568688,3.2288608776342618,0.4574013769592513,1.2833078368058162,0.4101225372469453
