Subject,Cross validation,alpha,forget,lambda,Wmf,Wmb,P
WT1,0.5935629949749726,0.42946701444333113,0.5589580339533511,0.4131293617411801,0.8803552150996778,4.5156775028416805,0.5354366069108262
WT2,0.5779902485666227,0.1688579265627561,0.4135967708009185,0.7575640697243379,1.3143827056172734,5.170788261873541,0.44379767282195953
WT3,0.5672710812663582,0.07509448277164432,0.4521727685680508,0.8206016218526746,2.0970085539412784,7.515819347198807,0.6135267310398962
WT4,0.5962433587526198,0.16141791252573212,0.35381004168435515,0.8616461764579515,1.445824722273326,5.17135154849137,0.6120389843886119
WT5,0.5696149517283569,0.24212756129376045,0.48521352286150754,0.7653562564469533,1.6350590687712026,3.2250426556967753,0.5846815641675476
WT6,0.6400116842318334,0.19614611961021522,0.5059592829764544,0.6202832795064368,4.661360321591632,4.216193087580808,1.129055668260166
