Subject,Cross validation,p_r,i_temp
WT1,0.5878226104833721,0.2268035202010883,13.180148572699956
WT2,0.5703316576831623,0.1482795186980237,7.756396196496279
WT3,0.5504164304000525,0.12062383214422456,5.694642062477858
WT4,0.5779215323799293,0.10098376303121226,6.599048304566283
WT5,0.5538644757278683,0.19755225232875273,8.365285456107872
WT6,0.5906082620954993,0.15091637597166696,9.074907144920957
