Subject,Cross validation,alpha,forget,lambda,Wmf,P,alpha_c
WT1,0.5035860395621553,0.034909596071458826,0.01494120349760475,0.19399228441712535,2.5912770065014636,1.224526995771538,0.08250423416661645
WT2,0.5040639560529937,0.029352185424321275,0.07957155808684668,0.06572768907691373,8.743830970448927,-0.2143554805775459,0.7945526225122029
WT3,0.5149255496323847,0.03447021929645977,0.046909999560085236,0.051096436890894714,6.775123152397571,-0.04512151738299814,0.469883398049853
WT4,0.5239982073714265,0.027665447843212232,0.048730221607084845,0.07209309576115552,5.810761972592219,1.7977586376079067,0.21371987519766023
WT5,0.5391410915975148,0.039783796546934314,0.08115629483634001,0.013935364372811176,7.056027952015305,2.048411735469726,0.19771168858413668
WT6,0.5391062294284292,0.019775642792384085,0.003966148990270035,0.9155238814473321,5.685930418783222,1.3691302123335138,0.3194474503983702
