Subject,Cross validation,alpha,forget,lambda,Wmf,Wmb,P,alpha_c
WT1,0.5474011085968841,0.8029471613687026,0.9028916059815426,0.47079055054329855,0.4419881016862012,1.4071395566174225,2.08688354019339,0.22076407153356614
WT2,0.5112747941775455,0.04160735514713754,0.08546209298731555,0.18005737200711824,1.6728179969526102,4.133192271188219,0.6149137195257773,0.6020256951100625
WT3,0.5261803762238761,0.035488928460429614,0.12800465148843787,0.631494817639917,3.8967389907337466,2.820629284516062,0.45129898090403975,0.6688820930114127
WT4,0.5227060512216742,0.028624767396407624,0.0010298526538566888,0.4750948115968916,2.3746759678903437,0.8117362017209128,1.4622368283033884,0.2208340301696814
WT5,0.5465052230261158,0.07126335096398184,0.1805494844014085,0.8111083192844196,3.2687178987250247,1.6820849650493768,0.3312893616693365,0.6756485455407434
WT6,0.5632347025735174,0.12875073630380995,0.12430415050438037,0.8308211744036825,1.4788217143658269,1.2344767993354433,1.4150722073956834,0.8976360079081933
