Subject,Cross validation,alpha,forget,lambda,Wmb,P,alpha_c
WT1,0.5474328265700298,0.8040459906151897,0.8996374792746923,0.4996913254022296,1.5613989894872577,2.299097936734277,0.28022631374876394
WT2,0.5129984084649744,0.04299762314263267,0.07086495074876498,0.5000083462516067,4.83519942372028,0.6950884128392694,0.5929028901337448
WT3,0.5228244399190277,0.04389933808866797,0.08228875357258847,0.49999658075821296,4.420165378236172,0.8300134278184434,0.5491475571216318
WT4,0.5199174536031282,0.016802650699087818,0.0017178932722173856,0.4999678769541376,3.2046242054373772,1.7850293989362023,0.18090578412826952
WT5,0.539544142098389,0.07705649369274725,0.14984966857613236,0.49981533458815997,3.7013001105643077,1.4271837947316868,0.3295704037444326
WT6,0.5640830973472093,0.09708403931472509,0.15648486705430065,0.49941945672413424,3.330281465297523,1.588271239150492,0.8560139247936404
