Subject,Cross validation,alpha,forget,lambda,Wmf,Winf,P,p_r
WT1,0.5970882351483826,0.2675385640805752,0.1445706561522645,0.33673267206976343,1.4309482427491222,16.477316340973843,0.5101772691918004,0.32433051539622726
WT2,0.5878912644107045,0.016575610992412226,0.22518093360589808,0.9238459544103247,10.06865372127745,12.681706667232927,0.263711014870856,0.31853715633859814
WT3,0.5674641022710649,0.08780141675800279,0.2775479027690657,0.1543276510034306,5.825618959401001,6.434939814794082,0.5549075098112655,0.26405804823398593
WT4,0.6000204119096488,0.14240644405534686,0.19402395748985812,0.3001230123832932,3.669604728607419,10.165050831076787,0.47822531827163517,0.2985035110662875
WT5,0.5727156219194928,0.06655374368461653,0.26498504812401713,0.7116249358563939,3.9617875299931375,11.795852151209925,0.5819592647818725,0.3510721624143994
WT6,0.6413844004661748,0.21833199478721965,0.23382236875032103,0.727394481300316,2.8403661209186724,11.375416565635344,1.275222790037837,0.3392549734285927
