Subject,Cross validation,alpha,forget,lambda,Wmf,Wmb
WT1,0.5921280445681478,0.48043808081688033,0.6525343852752777,0.8268013332434173,0.7537678984809263,4.072401758823405
WT2,0.5765094981753269,0.19789531174417596,0.513334486762918,0.7934825900225337,1.5651165211707596,4.9336776049130275
WT3,0.5644393186601818,0.11298691467415756,0.5799992061794212,0.4348301103167731,4.388023020145736,5.8515389068297585
WT4,0.5942168864028814,0.19740234022204894,0.4903742169542321,0.6883472698060978,2.4820309715219975,4.715754404223972
WT5,0.5677048867896127,0.288437961447885,0.6535772321055755,0.8951883636200283,1.8211000805884572,2.967474388323973
WT6,0.6348848285225436,0.2732773573322105,0.7575005684639509,0.9090229012918164,3.7205831120048067,3.4904716241342397
