Subject,Cross validation,alpha,forget,lambda,Wmf,P
WT1,0.5724399700599161,0.4908313698245147,0.1853987992962448,0.5001430868545482,2.33458355124141,0.8920501304644414
WT2,0.5660106279163808,0.18771547127478183,0.19739222335637596,0.5312640990367149,3.3434165326173093,0.6580077444050564
WT3,0.5575885803274017,0.18719561975299803,0.299100572217055,0.2987922858375305,3.984273853054427,0.6901220101924705
WT4,0.5842698992450003,0.2749904257090511,0.20063578197052268,0.39889299528820565,3.5073347776769044,0.7023228716261772
WT5,0.5609793885242392,0.2744688874276291,0.19469568301799245,0.56777682781726,2.5217835385892027,0.8462796572005671
WT6,0.6313564717212513,0.3518353004053778,0.26540640993912024,0.6525940119001318,3.2646021145630004,1.3789227679246834
