Subject,Cross validation,alpha,forget,Wmb,P
WT1,0.547537509588855,0.16069666887272238,0.46036827774767664,3.99096876118361,0.8725026488132951
WT2,0.5267006313464372,0.037670182419922704,0.08096226116820726,5.894727461974947,0.3613394388502326
WT3,0.5258566295221603,0.024985249571430557,0.08854156568873661,7.385285254636046,0.5175767932633893
WT4,0.5230156397666043,0.008250795588457538,0.019148427612113883,8.471003403531205,0.4810000007339248
WT5,0.5385712956407273,0.05310160508544981,0.14285063485627458,5.713423273320225,0.49181920412573077
WT6,0.5635797129104818,0.10079511687893306,0.20964793918547753,3.658249154031969,1.3621666914244057
